ID,Part Number,Nomenclature ,QPA,QPE,GE NEG,Finished Part Supplier ,Engine Program,Engine Model,2015 QTY,Part Type,RM-Type,R/M Supplier,Plant,Yield ,Billet Diameter,Weight,Weight Type,Alloy,Spec,Flash Welding Permitted?,"Extend, Remove, or Negotiate?", R/M Unit Price 2014 , R/M Unit Price 2015 ,PO Amended  Y/N?, 2015 RM Delta , 2015 Material Deflation , 2015 Material Extended Value ,Machine Part Comments,NPI  - Leap/PP,Chip Revert  Part?
621,1822M28G05,STAGE 6 BLEED MANIFOLD KIT,,,Yes,04398-AIDC AEF,CF34,,310,4180T46P01,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Schlosser,1=1,0,0,0,0,0,,," $2,908.57 "," $2,850.40 ",Yes, $(58.17), $(58.17)," $(13,524.53)",,,
622,1846M43G03,"CLEVIS,FWD-ENG",,,Yes,04398-AIDC AEF,CF34,,78,4013536-546P01,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Darly Dale,1=1,0,0,0,0,0,,, $282.00 , $268.00 ,Yes, $(14.00), $(14.00), $(819.00),,,
623,1846M43G04,"CLEVIS,FWD-ENG",,,Yes,04398-AIDC AEF,CF34,,78,4013536-546P01,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Darly Dale,1=1,0,0,0,0,0,,, $282.00 , $268.00 ,Yes, $(14.00), $(14.00), $(819.00),,,
624,1873M65P02,"-2, -3 FORGED COMB. CASE                            E9",,,Yes,04398-AIDC AEF,CFM56-5/-7,,87,4013522-236P02,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Schlosser,1=1,8,266,Yielded,718R,C50TF37,,," $5,798.05 "," $5,682.09 ",Yes, $(115.96), $(115.96)," $(7,566.39)",,,
625,1873M65P04,CASE-AFT,,,Yes,04398-AIDC AEF,CFM56-5/-7,,485,4013522-236P02,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Schlosser,1=1,0,0,0,0,0,,," $5,798.05 "," $5,682.09 ",Yes, $(115.96), $(115.96)," $(42,180.45)",,,
626,2060M27G03,"SUPPORT,NOZ-FWD",,,Yes,04398-AIDC AEF,GP7200,,114,4013537-170P01,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Schlosser,1=1,0,0,0,0,0,,," $6,056.96 "," $5,935.82 ",Yes, $(121.14), $(121.14)," $(10,357.47)",,,
627,2060M88G04,"SEAL,FWD OTR",,,Yes,04398-AIDC AEF,GP7200,,119,2060M88-905,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Monroe,1=1,0,0,0,0,0,,," $4,431.59 "," $4,342.96 ",Yes, $(88.63), $(88.63)," $(7,910.23)",,,
628,2060M88G04,"SEAL,FWD OTR",,,Yes,04398-AIDC AEF,GP7200,,119,4013537-168P01,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Schlosser,1=1,0,0,0,0,0,,," $2,534.50 "," $2,483.81 ",Yes, $(50.69), $(50.69)," $(4,524.08)",,,
629,2070M43G01,COMP REAR SUPPORT,,,Yes,04398-AIDC AEF,CF34,,3,4013522-316P02,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Schlosser,1=1,8,32,Yielded,I-909,C50TF95,,," $1,072.68 "," $1,051.23 ",Yes, $(21.45), $(21.45), $(48.26),,,
630,2087M42G01,AIR DUCT HPT,,,Yes,04398-AIDC AEF,Genx,,141,2087M42P03,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Monroe,1=1,3,8.4,Yielded,I-718,AMS 5663,,, $391.31 , $383.49 ,Yes, $(7.82), $(7.82), $(826.96),,,
631,2453M74P01,CASE-AFT,,,Yes,04398-AIDC AEF,,,0,4013522-236P02,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Schlosser,1=1,0,0,0,0,0,,," $5,798.05 "," $5,682.09 ",No, $(115.96), $(115.96), $-   ,,,
632,2453M74P02,AFT CASE,,,Yes,04398-AIDC AEF,,,0,4013522-236P02,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Schlosser,1=1,0,0,0,0,0,,," $5,798.05 "," $5,682.09 ",No, $(115.96), $(115.96), $-   ,,,
633,2552M42G05,CASE,,,Yes,04398-AIDC AEF,Leap-1B,,0,4013726-336P02,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Schlosser,1=1,0,0,0,I-718,B50TF15 CL-E,,," $7,304.00 ",,Yes, $-   , $-   , $-   ,Material details: TBD - Forgings team holding hotel bid Q1 2015 (Katie Shaw),,
634,2552M51G04,WISHBONE,,,Yes,04398-AIDC AEF,Leap-1B,,0,4013726-337P03,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Schlosser,1=1,0,0,0,0,0,,," $11,245.00 ",,Yes, $-   , $-   , $-   ,Material details: TBD - Forgings team holding hotel bid Q1 2015 (Katie Shaw),,
635,5123T59G05,"COMPRESSOR CASE,CT7-8",,,Yes,04398-AIDC AEF,CT7,,151,17A190-457P01,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Forged Metals (FMI),1=1,12,251,Yielded,M152,C50TF68B,,," $2,839.62 "," $2,782.82 ",Yes, $(56.80), $(56.80)," $(6,432.60)",,,
636,9514M54G05,AIR DUCT,,,Yes,04398-AIDC AEF,CFM56-5/-7,,656,9514M54-P01F,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Monroe,1=1,4,4.6,Yielded,Ti 6-4,AMS 4928,,, $234.00 , $224.33 ,Yes, $(9.67), $(9.67)," $(4,757.64)",,,
637,9977014-079P02,AFT CASE REPAIR,,,Yes,04398-AIDC AEF,CFM56-5/-7,,0,4013522-236P02,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Schlosser,1=1,0,0,0,0,0,,," $5,798.05 "," $5,682.09 ",No, $(115.96), $(115.96), $-   ,,,
638,L14469G07,OIL TUBE,,,Yes,04398-AIDC AEF,LM2500,,49,9671M32P01F-HT,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Monroe,1=1,0,0,0,0,0,,, $776.31 , $760.78 ,Yes, $(15.53), $(15.53), $(570.73),,,
639,L14469G08,OIL TUBE,,,Yes,04398-AIDC AEF,LM2500,,191,9671M32P03F-HT,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Monroe,1=1,0,0,0,0,0,,," $1,074.40 "," $1,052.91 ",Yes, $(21.49), $(21.49)," $(3,078.44)",,,
640,L44575P01,#7 BEARING AFT SUMP CLOSURE,,,Yes,04398-AIDC AEF,LM6000,,53,L44575P01,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Forged Metals (FMI),1=1,8,128.3,Yielded,17-4PH,AMS 5643,,," $1,154.94 "," $1,131.84 ",Yes, $(23.10), $(23.10), $(918.23),,,
641,L44765G01,"SEAL, STA, AIR",,,Yes,04398-AIDC AEF,LM2500,,72,L44765G01,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Forged Metals (FMI),1=1,7,18.8,Yielded,6061,AMS 4127,,, $138.39 , $135.62 ,Yes, $(2.77), $(2.77), $(149.58),,,
642,1559M40G03,REAR COMP. CASE,,,Yes,28366-Avitron,CFM56-5/-7,,810,4013382-212P04,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Schlosser,1=1,8,241,Yielded,I-909,C50TF95,,," $4,945.98 "," $4,847.06 ",Yes, $(98.92), $(98.92)," $(52,882.63)",,,
643,1873M65P02,"-2, -3 FORGED COMB. CASE                            E9",,,Yes,28366-Avitron,CFM56-5/-7,,83,4013522-236P02,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Schlosser,1=1,8,266,Yielded,718R,C50TF37,,," $5,798.05 "," $5,682.09 ",Yes, $(115.96), $(115.96)," $(6,352.29)",,,
644,1873M65P04,CASE-AFT,,,Yes,28366-Avitron,CFM56-5/-7,,112,4013522-236P02,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Schlosser,1=1,0,0,0,0,0,,," $5,798.05 "," $5,682.09 ",Yes, $(115.96), $(115.96)," $(8,571.76)",,,
645,L44649G03,STG 0-3 LPC,,,Yes,28366-Avitron,LM6000,,51,C0389-001B,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Schlosser,1=1,19.5,1372,Yielded,6061,AMS 4312,,," $6,333.79 "," $6,207.11 ",Yes, $(126.68), $(126.68)," $(4,264.05)",,,
646,L44650G01,AFT FAN CASE,,,Yes,28366-Avitron,LM6000,,50,36609RM,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Viking,1=1,12,290.3,Yielded,321,AMS 5645,,," $2,497.31 "," $2,447.37 ",Yes, $(49.94), $(49.94)," $(1,648.02)",,,
647,1846M44P02,"LUG,FAILSAFE",,,Yes,44553-SAM,CF34,,63,4013536-545P01,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Darly Dale,1=1,0,0,0,0,0,,, $631.00 , $597.00 ,Yes, $(34.00), $(34.00)," $(1,413.72)",,,
648,4145T05G06,"FRAME, FAN-OGV",,,Yes,44553-SAM,CF34,,176,4126T27P02,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Forged Metals (FMI),1=1,0,0,0,0,0,,, $284.34 , $273.08 ,Yes, $(11.26), $(11.26)," $(1,307.96)",,,
649,4145T05G06,"FRAME, FAN-OGV",,,Yes,44553-SAM,CF34,,176,4126T28P02,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Forged Metals (FMI),1=1,0,0,0,0,0,,, $484.15 , $464.98 ,Yes, $(19.17), $(19.17)," $(2,530.44)",,,
650,2483M03G03,HOUSING,,,Yes,58714-FAST,PP20,,12,2517M67P01,Forging_Ring_Seamless_or_Welded_W,Frisa,,1=1,0,0,0,0,0,,," $13,130.00 "," $13,130.00 ",Yes, $-   , $-   , $-   ,No Amendment Made - Material remains flat - Forging team working NNS LTA's Q3 2015 (Katie Shaw),,N/A
651,3063T81G01,COMBUSTOR CASE,,,Yes,76962-Samsung,CF34-3,,0,9511S2001458,Forging_Ring_Seamless_or_Welded_W,Frisa,,1=6,6,46,Yielded,I-718,B50TF15,,, $556.17 , $505.13 ,Yes, $(51.04), $(51.04), $-   ,No demand. No open PO's. Appears obsolete.,,
652,3063T82G01,COMBUSTOR CASE,,,Yes,76962-Samsung,CF34-3,,58,9511S2001458,Forging_Ring_Seamless_or_Welded_W,Frisa,,1=6,0,0,0,0,0,,, $567.50 , $505.13 ,Yes, $(62.37), $(62.37)," $(2,713.10)",Complete: 9SJ04604 - Note change based off RFQ starting price from 2013,,
653,2070M43G01,COMP REAR SUPPORT,,,Yes,24185-Liming,CF34,,78,4013522-317P02,Forging_Ring_Seamless_or_Welded_W,Frisa,,1=1,8,32,Yielded,I-909,C50TF95,,," $1,974.00 "," $1,934.25 ",Yes, $(39.75), $(39.75)," $(2,325.38)",,,
654,2428M60G01,SUPPORT-CPRSR STTR,0.5,,Yes,24185-Liming,CFM56-5/-7,,1684,4013522-239P03,Forging_Ring_Seamless_or_Welded_W,Frisa,,1=1,0,0,0,0,0,,," $2,167.00 "," $2,092.71 ",Yes, $(37.15), $(18.57)," $(23,457.07)",,,
655,9977014-078G01,SUPPORT S/A,0.5,,Yes,24185-Liming,LM2500,,0,4013522-239P03,Forging_Ring_Seamless_or_Welded_W,Frisa,,1=1,0,0,0,0,0,,," $2,135.42 "," $2,092.71 ",Yes, $(42.71), $(21.36), $-   ,po CANCELED TO LIMING. Liming awarded 100% of the M60 which this part goes into.,,
656,2070M43G01,COMP REAR SUPPORT,,,Yes,04398-AIDC AEF,CF34,,3,4013522-317P02,Forging_Ring_Seamless_or_Welded_W,Frisa,,1=1,8,32,Yielded,I-909,C50TF95,,," $1,974.00 "," $1,934.25 ",Yes, $(39.75), $(39.75), $(89.44),,,
657,2321M90G02,RING SEG IGV,,,Yes,44553-SAM,Genx,,112,2321M90G02,Forging_Ring_Seamless_or_Welded_W,Frisa,,1=10,0,0,0,0,0,,, $419.97 , $411.57 ,Yes, $(8.40), $(8.40), $(620.93),,,
658,2321M91G04,RING SEGMENT,,,Yes,44553-SAM,Genx,,277,2321M91G04,Forging_Ring_Seamless_or_Welded_W,Frisa,,1=16,0,0,0,0,0,,, $306.79 , $300.66 ,Yes, $(6.13), $(6.13)," $(1,120.69)",,,
659,2321M92G04,RING SEGMENT,,,Yes,44553-SAM,Genx,,275,2321M92G04,Forging_Ring_Seamless_or_Welded_W,Frisa,,1=16,0,0,0,0,0,,, $313.00 , $306.74 ,Yes, $(6.26), $(6.26)," $(1,136.19)",,,
660,2321M93G04,RING SEGMENT,,,Yes,44553-SAM,Genx,,281,2321M93G04,Forging_Ring_Seamless_or_Welded_W,Frisa,,1=16,0,0,0,0,0,,, $350.82 , $343.81 ,Yes, $(7.01), $(7.01)," $(1,300.07)",,,
661,2321M94G04,RING SEGMENT,,,Yes,44553-SAM,Genx,,75,2321M94G04,Forging_Ring_Seamless_or_Welded_W,Frisa,,1=16,0,0,0,0,0,,, $372.10 , $364.66 ,Yes, $(7.44), $(7.44), $(368.28),,,
662,2327M10G02,RING SEGMENT,,,Yes,44553-SAM,Genx,,119,2327M10G02,Forging_Ring_Seamless_or_Welded_W,Frisa,,1=10,8,130,Yielded,Ti 6-4,AMS 4928,,, $419.97 , $411.57 ,Yes, $(8.40), $(8.40), $(659.74),,,
663,2327M11G04,RING SEGMENT,,,Yes,44553-SAM,Genx,,92,2327M11G02,Forging_Ring_Seamless_or_Welded_W,Frisa,,1=16,0,0,0,0,0,,, $306.79 , $300.66 ,Yes, $(6.13), $(6.13), $(372.21),,,
664,2327M12G04,RING SEGMENT,,,Yes,44553-SAM,Genx,,171,2327M12G02,Forging_Ring_Seamless_or_Welded_W,Frisa,,1=16,0,0,0,0,0,,, $372.10 , $364.66 ,Yes, $(7.44), $(7.44), $(839.68),,,
665,1778M67P05,"SEAL, ROT-AIR",,,Yes,29801-Xian Aero,"CF6-80C/-80E, LM6000",,0,F0101-331B,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $3,806.35 "," $3,730.23 ",Yes, $(76.12), $(76.12), $-   ,,,No
666,1865M45P01,"RETAINER, BLADE",,,Yes,29801-Xian Aero,GE90,,464,1865M45P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=4,0,0,0,0,0,,," $2,165.00 "," $2,122.11 ",Yes, $(42.89), $(42.89)," $(14,925.72)",,,No
667,1962M77P01,"SEAL, ROTB #5",,,Yes,29801-Xian Aero,GE90,,256,4013522-349P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $2,506.88 "," $2,456.75 ",Yes, $(50.13), $(50.13)," $(9,624.96)",,,No
668,2013M97P03,DOVETAIL SEAL,,,Yes,29801-Xian Aero,GE90,,226,2102M70P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $3,307.99 "," $3,241.83 ",Yes, $(66.16), $(66.16)," $(11,214.12)",,,No
669,2302M36P02,DOVETAIL SEAL,,,Yes,29801-Xian Aero,GEnx,,286,2302M39P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $6,101.00 "," $5,948.41 ",Yes, $(152.59), $(152.59)," $(32,730.56)",,,No
670,2415M49P01,"SEAL, DOVETAIL",,,Yes,29801-Xian Aero,GEnx,,0,2415M48P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $2,094.00 "," $2,010.85 ",Yes, $(83.15), $(83.15), $-   ,,,No
671,2464M88P01,"SEAL, ROTATING #4",,,Yes,29801-Xian Aero,CF34-10E,,353,2044M65P03,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,, $895.82 , $877.90 ,Yes, $(17.92), $(17.92)," $(4,744.32)",,,No
672,2471M21P01,S2 RETAINER,,,Yes,29801-Xian Aero,PP20,,0,2471M22P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $6,096.00 "," $6,096.00 ",Yes, $-   , $-   , $-   ,No Amendment Made - Material remains flat - Forging team working NNS LTA's Q3 2015 (Katie Shaw),,"Check with Mark - depends on alloy (Ti: No, Inco718: Yes)"
673,2542M94P01,"SEAL, OIL-NO4",,,Yes,29801-Xian Aero,Leap-1B,,0,4073737-345P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,A286,AMS 5734,,," $1,183.00 ",,Yes, $-   , $-   , $-   ,No Amendment Made - Material details: TBD - Forgings team holding hotel bid Q1 2015 (Katie Shaw),,"Check with Mark - depends on alloy (Ti: No, Inco718: Yes)"
674,2555M49G04,SUPPORT NOZZLE,,,Yes,29801-Xian Aero,Leap-1A/C,,0,4013725-383P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,GTD222,B50TF279 CL-C,,," $7,270.00 "," $7,270.00 ",Yes, $-   , $-   , $-   ,No Amendment Made - Material details: TBD - Forgings team holding hotel bid Q1 2015 (Katie Shaw),,"Check with Mark - depends on alloy (Ti: No, Inco718: Yes)"
675,2555M49G04,SUPPORT NOZZLE,,,Yes,29801-Xian Aero,Leap-1A/C,,0,4013725-384P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,GTD222,B50TF279 CL-C,,," $2,809.00 "," $2,809.00 ",Yes, $-   , $-   , $-   ,No Amendment Made - Material details: TBD - Forgings team holding hotel bid Q1 2015 (Katie Shaw),,"Check with Mark - depends on alloy (Ti: No, Inco718: Yes)"
676,4006M57G01,"MANUF KIT-LM6000 SEAL, ROT-AIR",,,Yes,29801-Xian Aero,LM6000,,9,F0101-331B,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $3,806.35 "," $3,730.23 ",Yes, $(76.12), $(76.12), $(513.81),,,No
677,6071T03G07,"SEAL, BALANCE PISTON-OUTER",,,Yes,29801-Xian Aero,CT7,,0,F1191-3,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,, $224.84 , $220.34 ,Yes, $(4.50), $(4.50), $-   ,,,No
678,9081M45P05,STG 2 DISK,,,Yes,29801-Xian Aero,LM5000,,0,L38379P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $10,556.00 "," $10,212.15 ",Yes, $(343.85), $(343.85), $-   ,,,No
679,9686M60G33,C/R CDP SEAL,,,Yes,29801-Xian Aero,LM2500,,60,4013077-388P05,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $3,909.92 "," $3,831.72 ",Yes, $(78.20), $(78.20)," $(3,519.00)",,,No
680,9686M60G33,C/R CDP SEAL,,,Yes,29801-Xian Aero,LM2500,,60,4013077-932P06,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $2,208.57 "," $2,164.40 ",Yes, $(44.17), $(44.17)," $(1,987.65)",,,No
681,9686M61P17,SEAL,,,Yes,29801-Xian Aero,LM2500,,0,4013077-388P05,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $3,909.92 "," $3,831.72 ",Yes, $(78.20), $(78.20), $-   ,,,No
682,9693M02P04,"SEAL,ROT,VENT4B",,,Yes,29801-Xian Aero,LM2500,,252,4013382-804P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $1,170.23 "," $1,146.83 ",Yes, $(23.40), $(23.40)," $(4,422.60)",,,No
683,L47064P01,"CASE,COMB AFT",,,Yes,29801-Xian Aero,LM6000,,32,4013522-264P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $10,433.84 "," $10,225.16 ",Yes, $(208.68), $(208.68)," $(5,008.32)",,,No
684,L47064P04,"AFT CASE, CRF",,,Yes,29801-Xian Aero,LM6000,,1,4013522-264P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $10,433.84 "," $10,225.16 ",Yes, $(208.68), $(208.68), $(156.51),,,No
685,L47809P02,"SEAL, LPTR S2",,,Yes,29801-Xian Aero,LM2500,,2,4013382-969P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $2,311.00 "," $2,265.03 ",Yes, $(45.97), $(45.97), $(68.95),,,No
686,L47832P01,"HOUSING, OUTER SEAL",,,Yes,29801-Xian Aero,LM6000,,55,4013522-266P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,, $894.00 , $876.17 ,Yes, $(17.83), $(17.83), $(735.49),,,No
687,L50645P01,"SEAL, STG 3",,,Yes,29801-Xian Aero,LM2500,,0,4013201-813P02,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,8,123,Yielded,I-718,B50TF15,,," $2,893.71 "," $2,835.84 ",Yes, $(57.87), $(57.87), $-   ,,,No
688,1292M32P02,"SEAL, AIR-AFT",,,Yes,58714-FAST,CF6-80/LM6000,,0,1292M32P02,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $1,088.79 "," $1,067.02 ",Yes, $(21.77), $(21.77), $-   ,,,N/A
689,2042M10G02,HOUSING -SUPPORT,,,Yes,58714-FAST,GP7200,,126,2123M29P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $1,235.00 "," $1,235.00 ",Yes, $-   , $-   , $-   ,Working with Katie and FAST to negotiate raw material - amending PA as flat pricing until finalized,,N/A
690,2082M19G04,"CASE, COMBUSTOR",,,Yes,58714-FAST,GE90,,96,4013471-531P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $37,367.78 "," $36,620.42 ",Yes, $(747.36), $(747.36)," $(53,809.92)",,,N/A
691,2370M25P01,"HOUSING, NO. 2 BEARING",,,Yes,58714-FAST,Genx,,136,4013510-100P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,10,145,Yielded,Ti 6-4,AMS 4928,,," $8,030.52 "," $7,869.91 ",Yes, $(160.61), $(160.61)," $(16,382.22)",,,N/A
692,2460M70G01,CDN CASE,,,Yes,58714-FAST,PP20,,0,4013522-553P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $12,805.00 "," $12,805.00 ",Yes, $-   , $-   , $-   ,No Amendment Made - Material remains flat - Forging team working NNS LTA's Q3 2015 (Katie Shaw),,N/A
693,2460M70G02,COMBUSTOR CASE,,,Yes,58714-FAST,PP20,,5,4013522-553P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $12,805.00 "," $12,805.00 ",Yes, $-   , $-   , $-   ,No Amendment Made - Material remains flat - Forging team working NNS LTA's Q3 2015 (Katie Shaw),,N/A
694,L56877G03,"PANEL,LINER,OTR",,,Yes,58714-FAST,LMS100,,108,4013542-801P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=14,0,0,0,0,0,,," $3,438.00 "," $3,369.66 ",Yes, $(68.34), $(68.34)," $(5,535.54)",,,N/A
695,L56878G02,INNER PANEL,,,Yes,58714-FAST,LMS100,,104,4013542-802P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=16,0,0,0,0,0,,," $3,008.00 "," $2,948.29 ",Yes, $(59.71), $(59.71)," $(4,657.38)",,,N/A
696,L56878G03,"LINER, INNER",,,Yes,58714-FAST,LMS110,,0,4013542-802P02,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=16,0,0,0,0,0,,," $3,008.00 "," $2,948.29 ",Yes, $(59.71), $(59.71), $-   ,,,N/A
697,L61427P01,NUT,,,Yes,58714-FAST,,,0,L61427P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,, $691.00 ,,No, $-   , $-   , $-   ,Working with Katie and FAST to negoitate raw material,,N/A
698,L61437P01,COUPLING NUT,,,Yes,58714-FAST,,,0,L61437P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,, $626.00 ,,No, $-   , $-   , $-   ,Working with Katie and FAST to negoitate raw material,,N/A
699,17A190-048G01,BEARING HOUSING NO. 1 & 2,,,Yes,76962-Samsung,CF34,,0,9511S2001493,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,, $245.20 , $240.30 ,Yes, $(4.90), $(4.90), $-   ,Complete - No open POs,,
700,17A190-048G03,SUPPORT SUMP AIR SEAL,,,Yes,76962-Samsung,CF34,,56,9511S2001493,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,, $245.20 , $240.30 ,Yes, $(4.90), $(4.90), $(205.80),Complete 9SJ04602,,
701,2070M47G05,COMBUSTOR CASE,,,Yes,76962-Samsung,CF34,,79,4013522-312P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $1,359.00 "," $1,332.00 ",Yes, $(27.00), $(27.00)," $(1,599.75)",Complete 9SQ08044,,
702,2070M47G05,COMBUSTOR CASE,,,Yes,76962-Samsung,CF34,,79,4013522-313P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $4,834.75 "," $4,738.06 ",Yes, $(96.69), $(96.69)," $(5,728.88)",Complete 9SQ08044,,
703,3063T81G01,COMBUSTOR CASE,,,Yes,76962-Samsung,CF34-3,,0,9511S2001455,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=2,6,46,Yielded,I-718,B50TF15,,, $429.77 , $421.17 ,Yes, $(8.59), $(8.59), $-   ,No demand. No open PO's. Appears obsolete.,,
704,3063T81G01,COMBUSTOR CASE,,,Yes,76962-Samsung,CF34-3,,0,9511S2001456,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=2,6,46,Yielded,I-718,B50TF15,,, $363.00 , $356.11 ,Yes, $(6.89), $(6.89), $-   ,No demand. No open PO's. Appears obsolete.,,
705,3063T82G01,COMBUSTOR CASE,,,Yes,76962-Samsung,CF34-3,,58,9511S2001455,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=2,0,0,0,0,0,,, $438.54 , $421.17 ,Yes, $(17.37), $(17.37), $(755.38),Complete: 9SJ04604 - Note change based off RFQ starting price from 2013,,
706,3063T82G01,COMBUSTOR CASE,,,Yes,76962-Samsung,CF34-3,,58,9511S2001456,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=2,0,0,0,0,0,,, $370.79 , $356.11 ,Yes, $(14.68), $(14.68), $(638.58),Complete: 9SJ04604 - Note change based off RFQ starting price from 2013,,
707,L44633G02,STATIONARY SEAL,,,Yes,76962-Samsung,LM2500,,0,9511S2001432,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,, $816.00 , $816.00 ,Yes, $-   , $-   , $-   ,No longer a Samsung part. PO Closed.,,
708,1782M21P01,SEAL AIR VENT,,,Yes,24185-Liming,,,156,1782M21P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,, $866.61 , $866.61 ,Yes, $-   , $-   , $-   ,Assume flat pricng until new negotiated price is confirmed. - Working with Katie Shaw to add to LTA list,,
709,17A148-735P01,INNER AFT RING,,,Yes,24185-Liming,CFM56-5/-7,,974,17A148-735P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=7,0,28.5,Bar,L-605,0,,, $474.97 , $465.47 ,Yes, $(9.50), $(9.50)," $(6,939.75)",,,
