ID,Part Number,Nomenclature ,QPA,QPE,GE NEG,Finished Part Supplier ,Engine Program,Engine Model,2015 QTY,Part Type,RM-Type,R/M Supplier,Plant,Yield ,Billet Diameter,Weight,Weight Type,Alloy,Spec,Flash Welding Permitted?,"Extend, Remove, or Negotiate?", R/M Unit Price 2014 , R/M Unit Price 2015 ,PO Amended  Y/N?, 2015 RM Delta , 2015 Material Deflation , 2015 Material Extended Value ,Machine Part Comments,NPI  - Leap/PP,Chip Revert  Part?
363,2116M20P02,FWD OUTER SEAL,,,Yes,29801-Xian Aero,CFM56-5/-7,,0,2116M55P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $4,360.00 "," $4,171.00 ",Yes, $(189.00), $(189.00), $-   ,,,Yes
364,2410M50P02,HPT FOS,,,Yes,29801-Xian Aero,CFM56-5/-7,,1237,2116M55P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $4,360.00 "," $4,171.00 ",Yes, $(189.00), $(189.00)," $(175,344.75)",,,Yes
365,2453M80P01,STG 3 LPT DISK,,,Yes,29801-Xian Aero,CF6-5,,0,2463M04P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $16,770.00 "," $16,770.00 ",Yes, $-   , $-   , $-   ,,,Yes
366,2468M46P01,TUBE,,,Yes,29801-Xian Aero,Leap-1A/C,,0,2468M75P02,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $3,077.00 "," $2,981.00 ",Yes, $(96.00), $(96.00), $-   ,,,"Check with Mark - depends on alloy (Ti: No, Inco718: Yes)"
367,4013522-064P04,STAGE 4 DISK,,,Yes,29801-Xian Aero,CF34,,374,2102M95P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $3,108.00 "," $2,993.00 ",Yes, $(115.00), $(115.00)," $(32,257.50)",,,Yes
368,4013522-065P04,STAGE 5 DISK,,,Yes,29801-Xian Aero,CF34,,373,2102M98P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $2,279.00 "," $2,200.00 ",Yes, $(79.00), $(79.00)," $(22,100.25)",,,Yes
369,4013522-066P04,STAGE 6 DISK,,,Yes,29801-Xian Aero,CF34,,374,2102M99P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $2,248.00 "," $2,171.00 ",Yes, $(77.00), $(77.00)," $(21,598.50)",,,Yes
370,4013522-067P04,STAGE 7 DISK,,,Yes,29801-Xian Aero,CF34,,374,2102M99P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $2,248.00 "," $2,171.00 ",Yes, $(77.00), $(77.00)," $(21,598.50)",,,Yes
371,4013522-068P04,STAGE 8 DISK,,,Yes,29801-Xian Aero,CF34,,372,2117M63P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $2,225.00 "," $2,150.00 ",Yes, $(75.00), $(75.00)," $(20,925.00)",,,Yes
372,4013522-069P04,STAGE 9 DISK,,,Yes,29801-Xian Aero,CF34,,372,2117M63P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $2,225.00 "," $2,150.00 ",Yes, $(75.00), $(75.00)," $(20,925.00)",,,Yes
373,4013522-070P03,STG10 C/R,,,Yes,29801-Xian Aero,CF34,,374,4129T73P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $3,949.00 "," $3,796.00 ",Yes, $(153.00), $(153.00)," $(42,916.50)",,,Yes
374,4015M08G01,STG 1 LPT DISK,,,Yes,29801-Xian Aero,CF6,,38,4013522-358P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $5,660.00 "," $5,424.00 ",Yes, $(236.00), $(236.00)," $(6,726.00)",,,Yes
375,4015M09G01,STG 3 LPT DISK,,,Yes,29801-Xian Aero,CF6,,39,4013522-359P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $8,326.00 "," $7,968.00 ",Yes, $(358.00), $(358.00)," $(10,471.50)",,,Yes
376,4129T28P05,SEAL CDP ROTATING,,,Yes,29801-Xian Aero,CF34-8,,373,4129T74P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $1,887.00 "," $1,845.00 ",Yes, $(42.00), $(42.00)," $(11,749.50)",,,Yes
377,5023T40P03,CONE DRIVE,,,Yes,29801-Xian Aero,LM2500,,65,5079T72P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $1,909.00 "," $1,867.00 ",Yes, $(42.00), $(42.00)," $(2,047.50)",,,Yes
378,9224M63P07,"DISK, S1 LPTR",,,Yes,29801-Xian Aero,CF6-80A,,0,4013082-519P04,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $6,735.00 "," $6,314.00 ",Yes, $(421.00), $(421.00), $-   ,,,No
379,9224M64P05,"DISK, S2 LPTR",,,Yes,29801-Xian Aero,CF6-80A,,0,4013084-636P04,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $10,023.00 "," $9,699.00 ",Yes, $(324.00), $(324.00), $-   ,,,No
380,L21172P04,STG 1 LPT DISC,,,Yes,29801-Xian Aero,LM2500,,0,4013083-552P09,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $8,411.00 "," $8,040.00 ",Yes, $(371.00), $(371.00), $-   ,,,Yes
381,L21173P05,STG 2 LPT DISC,,,Yes,29801-Xian Aero,LM2500,,0,4013083-553P10,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $8,136.00 "," $7,790.00 ",Yes, $(346.00), $(346.00), $-   ,,,Yes
382,L21174P04,STG 3 LPT DISC,,,Yes,29801-Xian Aero,LM2500,,1,4013083-554P08,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $7,640.00 "," $7,318.00 ",Yes, $(322.00), $(322.00), $(241.50),,,Yes
383,L21175P05,STG 4 LPT DISC,,,Yes,29801-Xian Aero,LM2500,,1,4033083-816P03,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $7,365.00 "," $7,054.00 ",Yes, $(311.00), $(311.00), $(233.25),,,Yes
384,L21176P05,STG 5 LPT DISC,,,Yes,29801-Xian Aero,LM2500,,0,4013083-817P03,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $7,013.00 "," $6,718.00 ",Yes, $(295.00), $(295.00), $-   ,,,Yes
385,L21177P05,LPT DISC STG6,,,Yes,29801-Xian Aero,LM2500,,0,4013077-937P06,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $5,166.00 "," $4,945.00 ",Yes, $(221.00), $(221.00), $-   ,,,Yes
386,L47519P04,"SPACER, HPT ROTOR",,,Yes,29801-Xian Aero,LM2500,,148,4013287-612P04,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $3,225.00 "," $3,090.00 ",Yes, $(135.00), $(135.00)," $(14,985.00)",,,Yes
387,L47519P05,"SPACER, HPT ROTOR",,,Yes,29801-Xian Aero,LM2500,,61,4013287-612P04,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $3,225.00 "," $3,090.00 ",Yes, $(135.00), $(135.00)," $(6,176.25)",,,Yes
388,L50501P02,"DISK, STG 1, LPT",,,Yes,29801-Xian Aero,LM2500+,,2,4013382-857P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $15,546.00 "," $14,966.00 ",Yes, $(580.00), $(580.00), $(870.00),,,Yes
389,L50502P02,"DISK, STG 2, LPT",,,Yes,29801-Xian Aero,LM2500+,,0,4013382-858P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $14,671.00 "," $14,121.00 ",Yes, $(550.00), $(550.00), $-   ,,,Yes
390,L50503P01,ST 3 LPT DISK,,,Yes,29801-Xian Aero,LM2500+,,0,4013382-85901,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $13,315.00 "," $12,823.00 ",Yes, $(492.00), $(492.00), $-   ,,,Yes
391,L50504P01,ST 4 LPT DISK,,,Yes,29801-Xian Aero,LM2500+,,0,4013382-860P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $12,995.00 "," $12,521.00 ",Yes, $(474.00), $(474.00), $-   ,,,Yes
392,L50505P01,ST 5 LPT DISK,,,Yes,29801-Xian Aero,LM2500+,,0,4013382-861P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $12,440.00 "," $11,985.00 ",Yes, $(455.00), $(455.00), $-   ,,,Yes
393,L50506P01,ST 6 LPT DISK,,,Yes,29801-Xian Aero,LM2500+,,0,4013382-862P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $6,756.00 "," $6,496.00 ",Yes, $(260.00), $(260.00), $-   ,,,Yes
394,L47519P04,"SPACER, HPT ROTOR",,,Yes,58800-Liyang,LM2500,,7,4013287-612P04,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $3,225.00 "," $3,090.00 ",Yes, $(135.00), $(135.00), $(708.75),,,
395,L47519P05,"SPACER, HPT ROTOR",,,Yes,58800-Liyang,LM2500,,28,4013287-612P04,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $3,225.00 "," $3,090.00 ",Yes, $(135.00), $(135.00)," $(2,835.00)",,,
396,1806M80G01,ENG MNT (BOEING),,,Yes,04398-AIDC AEF,CF6,,23,1806M80P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $2,313.00 "," $2,280.00 ",Yes, $(33.00), $(33.00), $(569.25),,,
397,1806M88G01,ENG MNT (MD 11),,,Yes,04398-AIDC AEF,CF6,,0,1806M80P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $2,313.00 "," $2,280.00 ",No, $(33.00), $(33.00), $-   ,,,
398,17A190-313P01,WHEEL TURBINE,1,,Yes,31799-DEMUSZ MFG CO                           ,0,,3,4011T43P01,Forging_Closed_Die_F,PCC ,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $1,854.00 "," $1,825.00 ",Yes, $(29.00), $(87.00)," $5,475.00 ",,,
399,17A190-340P01,REAR SHAFT,1,,Yes,31799-DEMUSZ MFG CO                           ,T64,,51,4011T99P01,Forging_Closed_Die_F,PCC ,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $2,698.00 "," $2,653.00 ",Yes, $(45.00)," $(2,295.00)"," $135,303.00 ",,,
400,2427M71G01,GENX1B PIP2 AL OGV ASM,,,Yes,76962-Samsung,Genx,,915,2427M70P01,Forging_Closed_Die_F,Wuxi,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $460.00 , $460.00 ,Yes, $-   , $-   , $-   ,Negotiated changes through 2018 already in piece price.,,
401,2427M73G01,GENX1B PIP2 AL OGV ASM,,,Yes,76962-Samsung,Genx,,363,2427M72P01,Forging_Closed_Die_F,Wuxi,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $460.00 , $460.00 ,Yes, $-   , $-   , $-   ,Negotiated changes through 2018 already in piece price.,,
402,2427M75G01,GENX1B PIP2 AL OGV ASM Y,,,Yes,76962-Samsung,Genx,,842,2427M74P01,Forging_Closed_Die_F,Wuxi,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $460.00 , $460.00 ,Yes, $-   , $-   , $-   ,Negotiated changes through 2018 already in piece price.,,
403,2427M77G01,GENX1B PIP2 AL OGV ASM,,,Yes,76962-Samsung,Genx,,834,2427M76P01,Forging_Closed_Die_F,Wuxi,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $460.00 , $460.00 ,Yes, $-   , $-   , $-   ,Negotiated changes through 2018 already in piece price.,,
404,2427M79G01,GENX1B PIP2 AL OGV ASM,,,Yes,76962-Samsung,Genx,,517,2427M78P01,Forging_Closed_Die_F,Wuxi,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $460.00 , $460.00 ,Yes, $-   , $-   , $-   ,Negotiated changes through 2018 already in piece price.,,
405,2427M81G01,GENX1B PIP2 AL OGV ASM,,,Yes,76962-Samsung,Genx,,526,2427M80P01,Forging_Closed_Die_F,Wuxi,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $460.00 , $460.00 ,Yes, $-   , $-   , $-   ,Negotiated changes through 2018 already in piece price.,,
406,2427M83G01,GENX1B PIP2 AL OGV ASM,,,Yes,76962-Samsung,Genx,,326,2427M82P01,Forging_Closed_Die_F,Wuxi,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $460.00 , $460.00 ,Yes, $-   , $-   , $-   ,Negotiated changes through 2018 already in piece price.,,
407,2427M85G01,GENX 1B-PIP2 PYLON ALUMINUM,,,Yes,76962-Samsung,Genx,,61,2427M84P01,Forging_Closed_Die_F,Wuxi,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $460.00 , $460.00 ,Yes, $-   , $-   , $-   ,Negotiated changes through 2018 already in piece price.,,
408,4005M76G02,GE90-115B OGV KIT,22,,Yes,76962-Samsung,GE90,,110,9510S2986570,Forging_Closed_Die_F,Wuxi,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $422.00 , $422.00 ,Yes, $-   , $-   , $-   ,Raw material remained flat from 2014 to 2015,,
409,4005M76G02,GE90-115B OGV KIT,13,,Yes,76962-Samsung,GE90,,110,9510S2986571,Forging_Closed_Die_F,Wuxi,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $422.00 , $422.00 ,Yes, $-   , $-   , $-   ,Raw material remained flat from 2014 to 2015,,
410,4005M76G02,GE90-115B OGV KIT,13,,Yes,76962-Samsung,GE90,,110,9510S2986572,Forging_Closed_Die_F,Wuxi,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $422.00 , $422.00 ,Yes, $-   , $-   , $-   ,Raw material remained flat from 2014 to 2015,,
411,4010M61G01,OGV KIT,7,,Yes,76962-Samsung,GEnx,,94,9516S2001627,Forging_Closed_Die_F,Wuxi,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $458.00 , $458.00 ,Yes, $-   , $-   , $-   ,Raw material remained flat from 2014 to 2015,,
412,4010M61G01,OGV KIT,4,,Yes,76962-Samsung,GEnx,,94,9516S2001628,Forging_Closed_Die_F,Wuxi,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $458.00 , $458.00 ,Yes, $-   , $-   , $-   ,Raw material remained flat from 2014 to 2015,,
413,4010M61G01,OGV KIT,6,,Yes,76962-Samsung,GEnx,,94,9516S2001629,Forging_Closed_Die_F,Wuxi,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $458.00 , $458.00 ,Yes, $-   , $-   , $-   ,Raw material remained flat from 2014 to 2015,,
414,4010M61G01,OGV KIT,7,,Yes,76962-Samsung,GEnx,,94,9516S2001630,Forging_Closed_Die_F,Wuxi,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $458.00 , $458.00 ,Yes, $-   , $-   , $-   ,Raw material remained flat from 2014 to 2015,,
415,4010M61G01,OGV KIT,6,,Yes,76962-Samsung,GEnx,,94,9516S2001631,Forging_Closed_Die_F,Wuxi,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $458.00 , $458.00 ,Yes, $-   , $-   , $-   ,Raw material remained flat from 2014 to 2015,,
416,4010M61G01,OGV KIT,5,,Yes,76962-Samsung,GEnx,,94,9516S2001632,Forging_Closed_Die_F,Wuxi,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $458.00 , $458.00 ,Yes, $-   , $-   , $-   ,Raw material remained flat from 2014 to 2015,,
417,4010M61G01,OGV KIT,5,,Yes,76962-Samsung,GEnx,,94,9516S2001633,Forging_Closed_Die_F,Wuxi,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $458.00 , $458.00 ,Yes, $-   , $-   , $-   ,Raw material remained flat from 2014 to 2015,,
418,4010M61G01,OGV KIT,,,Yes,76962-Samsung,GEnx,,94,9516S2001634,Forging_Closed_Die_F,Wuxi,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $458.00 , $458.00 ,Yes, $-   , $-   , $-   ,Raw material remained flat from 2014 to 2015,,
419,2427M71G01,GENX1B PIP2 AL OGV ASM,,,Yes,45470-AIDC,Genx,,0,2427M70P01,Forging_Closed_Die_F,Wuxi,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $535.00 , $460.00 ,No, $(75.00), $(75.00), $-   ,"Correct raw material source is Wuxi, not Forge de Bologne",,
420,2427M73G01,GENX1B PIP2 AL OGV ASM,,,Yes,45470-AIDC,Genx,,0,2427M72P01,Forging_Closed_Die_F,Wuxi,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $535.00 , $460.00 ,No, $(75.00), $(75.00), $-   ,"Correct raw material source is Wuxi, not Forge de Bologne",,
421,2427M75G01,GENX1B PIP2 AL OGV ASM Y,,,Yes,45470-AIDC,Genx,,0,2427M74P01,Forging_Closed_Die_F,Wuxi,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $535.00 , $460.00 ,No, $(75.00), $(75.00), $-   ,"Correct raw material source is Wuxi, not Forge de Bologne",,
422,2427M77G01,GENX1B PIP2 AL OGV ASM,,,Yes,45470-AIDC,Genx,,0,2427M76P01,Forging_Closed_Die_F,Wuxi,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $535.00 , $460.00 ,No, $(75.00), $(75.00), $-   ,"Correct raw material source is Wuxi, not Forge de Bologne",,
423,2427M79G01,GENX1B PIP2 AL OGV ASM,,,Yes,45470-AIDC,Genx,,0,2427M78P01,Forging_Closed_Die_F,Wuxi,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $535.00 , $460.00 ,No, $(75.00), $(75.00), $-   ,"Correct raw material source is Wuxi, not Forge de Bologne",,
424,2427M81G01,GENX1B PIP2 AL OGV ASM,,,Yes,45470-AIDC,Genx,,0,2427M80P01,Forging_Closed_Die_F,Wuxi,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $535.00 , $460.00 ,No, $(75.00), $(75.00), $-   ,"Correct raw material source is Wuxi, not Forge de Bologne",,
425,2427M83G01,GENX1B PIP2 AL OGV ASM,,,Yes,45470-AIDC,Genx,,0,2427M82P01,Forging_Closed_Die_F,Wuxi,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $535.00 , $460.00 ,No, $(75.00), $(75.00), $-   ,"Correct raw material source is Wuxi, not Forge de Bologne",,
426,4005M76G02,GE90-115B OGV KIT,22,,Yes,45470-AIDC,GE90,,110,9510S2986570,Forging_Closed_Die_F,Wuxi,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $422.00 , $422.00 ,Yes, $-   , $-   , $-   ,"No amendments have been made since 2012 - 14 to 15 pricing is flat, but make sure pricing is flat since 2012. Pricing has not changed since 2012.  No F59 On PO",,
427,4005M76G02,GE90-115B OGV KIT,13,,Yes,45470-AIDC,GE90,,110,9510S2986571,Forging_Closed_Die_F,Wuxi,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $422.00 , $422.00 ,Yes, $-   , $-   , $-   ,"No amendments have been made since 2012 - 14 to 15 pricing is flat, but make sure pricing is flat since 2012. Pricing has not changed since 2012.  No F59 On PO",,
428,4005M76G02,GE90-115B OGV KIT,13,,Yes,45470-AIDC,GE90,,110,9510S2986572,Forging_Closed_Die_F,Wuxi,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $422.00 , $422.00 ,Yes, $-   , $-   , $-   ,"No amendments have been made since 2012 - 14 to 15 pricing is flat, but make sure pricing is flat since 2012. Pricing has not changed since 2012.  No F59 On PO",,
429,4126T12G04,"CLEVIS,FWD MT",,,Yes,44553-SAM,CF34,,634,4126T11P01,Forging_Closed_Die_F,Wuxi,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $544.00 , $451.00 ,Yes, $(93.00), $(93.00)," $(23,584.80)",Wuxi is the new source as of April 2014.  Took savings and amendment effective 8/1/2015 for raw material WIP for old supplier.,,
430,1808M15G16,"SUPPORT, NOZZLE-HPT",,,Yes,29801-Xian Aero,CFM56-5/-7,,1242,4013522-587P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,," $5,133.00 "," $5,028.00 ",Yes, $(105.00), $(105.00)," $(97,807.50)",,,No
431,2116M69P01,"RING, DAMPER",,,Yes,29801-Xian Aero,Genx,,0,2047M20P01,Flash Welded,PCC,MTTP (TruForm),1=5,0,0,0,0,0,,, $117.00 , $112.80 ,Yes, $(4.20), $(4.20), $-   ,,,No
432,4015M12G01,VENT SEAL,,,Yes,29801-Xian Aero,CF6,,37,T020169-01,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,, $652.48 , $639.43 ,Yes, $(13.05), $(13.05), $(362.14),,,No
433,9374M37G05,VENT SEAL,,,Yes,29801-Xian Aero,LM6000,,0,T020169-01,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,, $652.48 , $639.43 ,Yes, $(13.05), $(13.05), $-   ,,,No
434,1962M97G03,SEAL STA OUTER,,,Yes,58714-FAST,GE90,,250,1962M97P01,Flash Welded,PCC,MTTP (TruForm),1=1,6,26.7,Yielded,I-718,B50TF15,,, $673.61 , $660.14 ,Yes, $(13.47), $(13.47)," $(2,525.63)",,,N/A
435,1962M97G03,SEAL STA OUTER,,,Yes,58714-FAST,GE90,,250,1962M97P02,Flash Welded,PCC,MTTP (TruForm),1=1,6,26.7,Yielded,I-718,B50TF15,,, $673.61 , $660.14 ,Yes, $(13.47), $(13.47)," $(2,525.63)",,,N/A
436,1962M97G03,SEAL STA OUTER,,,Yes,58714-FAST,GE90,,250,1962M97P03,Flash Welded,PCC,MTTP (TruForm),1=1,6,26.7,Yielded,I-718,B50TF15,,, $673.61 , $660.14 ,Yes, $(13.47), $(13.47)," $(2,525.63)",,,N/A
437,2090M10G01,SEAL,,,Yes,58714-FAST,GE90,,232,4013703-323P01,Flash Welded,PCC,MTTP (TruForm),1=1,12,148,Yielded,I-718,B50TF15,,," $2,943.46 "," $2,884.59 ",Yes, $(58.87), $(58.87)," $(10,243.38)",,,N/A
438,2090M10G01,SEAL,,,Yes,58714-FAST,GE90,,232,4013703-324P01,Flash Welded,PCC,MTTP (TruForm),1=1,12,148,Yielded,I-718,B50TF15,,," $4,101.96 "," $4,019.92 ",Yes, $(82.04), $(82.04)," $(14,274.96)",,,N/A
439,2090M10G01,SEAL,,,Yes,58714-FAST,GE90,,232,4013703-332P01,Flash Welded,PCC,MTTP (TruForm),1=1,12,148,Yielded,I-718,B50TF15,,," $2,219.19 "," $2,166.97 ",Yes, $(52.22), $(52.22)," $(9,086.28)",,,N/A
440,4013522-333P01,ONE PIECE OUTER,,,Yes,58714-FAST,CF6,,118,4013522-333P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,," $2,754.92 "," $2,699.82 ",Yes, $(55.10), $(55.10)," $(4,876.35)",,,N/A
441,4013522-333P02,STG 1 NOZZLE,,,Yes,58714-FAST,CF6,,39,4013522-333P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,," $2,754.92 "," $2,699.82 ",Yes, $(55.10), $(55.10)," $(1,611.68)",,,N/A
442,4145T48G05,CDP SEAL,,,Yes,76962-Samsung,CF34,,298,TF-4145T48P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,, $820.00 , $803.73 ,Yes, $(16.27), $(16.27)," $(3,636.35)",Complete: 9SJ04611,,
443,4145T48G05,CDP SEAL,,,Yes,76962-Samsung,CF34,,298,TF-4145T48P02,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,, $522.00 , $511.89 ,Yes, $(10.11), $(10.11)," $(2,259.59)",Complete: 9SJ04611,,
444,6036T04G06,OUTER CASING,,,Yes,76962-Samsung,CF34,,57,6036T04P05-R,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,, $345.35 , $345.35 ,Yes, $-   , $-   , $-   ,2015 pricing already on PO 9SJ04606,,
445,6036T04G06,OUTER CASING,,,Yes,76962-Samsung,CF34,,57,6036T04P06-R,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,, $350.06 , $350.06 ,Yes, $-   , $-   , $-   ,2015 pricing already on PO 9SJ04606,,
446,6036T18G01,DUCT/INNER AFT,,,Yes,76962-Samsung,CF34,,60,6036T18P03,Flash Welded,PCC,MTTP (TruForm),1=1,6,15.9,Yielded,I-718,B50TF15,,, $305.00 ,,No, $-   , $-   , $-   ,Need to work with forging team to figure out pricing ,,
447,1708M35P03,"CLIP,RTNG,STG 1",,,Yes,24185-Liming,GE90,,34000,1708M35P01,Flash Welded,PCC,MTTP (TruForm),1=273,0,0,0,0,0,,, $16.86 , $16.52 ,Yes, $(0.34), $(0.34)," $(8,616.76)",90 PO. Needs to creat 9S polder.,,
448,1708M35P04,"C-CLIP,S1",,,Yes,24185-Liming,GE90,,5884,1708M35P01,Flash Welded,PCC,MTTP (TruForm),1=273,0,0,0,0,0,,, $16.86 , $16.52 ,Yes, $(0.34), $(0.34)," $(1,500.42)",90 PO. Needs to creat 9S polder.,,
449,1708M40P04,"CLIP, RETAINING",,,Yes,24185-Liming,GE90,,68847,1708M40P01,Flash Welded,PCC,MTTP (TruForm),1=581,0,0,0,0,0,,, $8.03 , $7.87 ,Yes, $(0.16), $(0.16)," $(8,261.64)",90 PO. Needs to creat 9S Folder.,,
450,1708M40P05,"CLIP, RETAINING",,,Yes,24185-Liming,GE90,,579,1708M40P01,Flash Welded,PCC,MTTP (TruForm),1=581,0,0,0,0,0,,, $8.03 , $7.87 ,Yes, $(0.16), $(0.16), $(69.48),,,
