Item #,LTA,Site,2011 Defla-tion,2012 Defla-tion,2013 Defla-tion,2014 Defla-tion,2015 Defla-tion,2016 Defla-tion,2017 Defla-tion,Alloy Family,Alloy,Spec,Billet Dia.,Engine Program,GE P/N,Forging P/N,FR Site P/N,Alternate P/N,Nomenclature,Machining Source #1,Machining Source #2,Machining Source #3,Singles per Sleeve,Segments per Single, 2011 Price per Part ,2012 Price per Part,2013 Price per Part,2014 Price per Part,2015 Price per Part,2016 Price per Part,2017 Price per Part,Comments
A023,Base - < Feb 08,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,6,NA,9696M40P05,9696M40P05,1213141,,,APPI,,,,, $788 ,$784.12,$780.20,$764.60,$749.30,$734.32,$719.63,Added on 1/8/2008
A024,Base - < Feb 08,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718TM,C50TF103,4.5,CF6-80C,2047M28P01,2047M28P01,1200596,,,APPI,Samsung,Paradigm,,," $1,351 ","$1,303.37","$1,257.75","$1,232.60","$1,207.95","$1,183.79","$1,160.11",Added on 1/8/2008
A025,Base - < Feb 08,FRC,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,8,GEnx,2370M26P01,2357M14P01,,,,Shenyang Liming,,,,, $626 ,$622.86,$597.29,$585.34,$573.64,$562.16,$550.92,Added on 3/14/2007; GE requested transfer from FRM to FRC by 1/2013-reduced VA by 5% per MOA
A026,Base - < Feb 08,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,903,B50TF151,6,CFM56,9965M16P15,9965M16P16,1213142,,,Paradigm,,,,," $2,391 ","$2,307.55","$2,226.78","$2,182.25","$2,138.60","$2,095.83","$2,053.91","Price is for 1=3 sleeve, added on 1/28/2007"
A027,Base - < Feb 08,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,8,GEnx-1B/2B,2311M72G01 / G02,2311M72G01,1212834,,,Ferrotherm,Integrity EDM,,,, $728 ,$724.33,$720.71,$706.29,$692.17,$678.33,$664.76,"GEnx Seal Comp Stator S2, price is for a 1=2 forging"
A028,Base - < Feb 08,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,8,GEnx-1B/2B,2311M71G01 / G02,2311M71G01,1212833,,,Ferrotherm,Integrity EDM,,,8, $643 ,$640.04,$636.84,$624.10,$611.62,$599.39,$587.40,"GEnx Seal Comp Stator S4, price is for a 1=2 forging; 1 ring=4 seg; 4 seg="
A029,Base - < Feb 08,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,8,GEnx-1B/2B,2311M44P02,2311M44 item #3,1215613,,,UEC-WB,,,,, $404 ,$401.86,$399.85,$391.85,$384.02,$376.34,$368.81,GEnx Shroud S4
A030,Base - < Feb 08,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,8,GEnx-1B/2B,2311M44P01,2311M44 item #2,1215617,,,UEC-WB,,,,, $339 ,$337.17,$335.49,$328.78,$322.20,$315.76,$309.44,GEnx Shroud S4
A031,Base - < Feb 08,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,8,GEnx-1B/2B,2311M43P02,2311M43 item #3,1215616,,,UEC-WB,,,,, $417 ,$414.60,$412.53,$404.28,$396.19,$388.27,$380.50,GEnx Shroud S3
A032,Base - < Feb 08,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,8,GEnx-1B/2B,2311M43P01,2311M43 item #2,1215610,,,UEC-WB,,,,, $403 ,$400.88,$398.88,$390.90,$383.08,$375.42,$367.91,GEnx Shroud S3
A033,Base - < Feb 08,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,8,GEnx-1B/2B,2311M42P02,2311M42 item #3,1215614,,,UEC-WB,,,,, $503 ,$500.86,$498.35,$488.39,$478.62,$469.05,$459.66,GEnx Shroud S2
A034,Base - < Feb 08,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,8,GEnx-1B/2B,2311M42P01,2311M42 item #2,1215612,,,UEC-WB,,,,, $344 ,$342.07,$340.36,$333.55,$326.88,$320.35,$313.94,GEnx Shroud S2
A035,Base - < Feb 08,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,8,GEnx-1B/2B,2311M41P02,2311M41 item #3,1215615,,,UEC-WB,,,,, $550 ,$546.92,$544.19,$533.31,$522.64,$512.19,$501.94,GEnx Shroud S1
A036,Base - < Feb 08,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,8,GEnx-1B/2B,2311M41P01,2311M41 item #2,1215611,,,UEC-WB,,,,, $526 ,$523.40,$520.78,$510.37,$500.16,$490.16,$480.35,GEnx Shroud S1
A038,Base - > Feb 08,FRC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,6,GEnx-1B,2301M66P01 / 2344M29P01,2301M66P01 / 2344M29P01,,,Extension Assbly.,Shenyang Liming,,,,," $1,963 ","$1,894.32","$1,782.00","$1,746.36","$1,711.43","$1,677.20","$1,643.66","Added on 4/2/2008, GE requested transfer from SFC to FRC by 1/2013-reduced VA by 5% per MOA"
A039,Base - > Feb 08,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,8,GE3000,17A204-263 Rev. A,17A204-263 Rev. A,,,,GE Aviation,,,,," $11,192 ","$10,800.73","$10,422.70","$10,214.25","$10,009.96","$9,809.76","$9,613.57",Added on 6/11/2008
A040,Base - > Feb 08,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,8,GE3000,17A204-265 Rev. A,17A204-265 Rev. A,,,,GE Aviation,,,,," $10,977 ","$10,592.60","$10,221.86","$10,017.43","$9,817.08","$9,620.74","$9,428.32",Added on 6/11/2008
A041,Base - > Feb 08,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,12,LM1600,9977013-573P01,9977013-573P01,,,,GE Aviation,,,,," $37,796 ","$36,473.59","$35,197.02","$34,493.07","$33,803.21","$33,127.15","$32,464.61",Added on 4/8/2008
A042,Base - > Feb 08,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,12,LM1600,9977013-575P01,9977013-575P01,,,,GE Aviation,,,,," $23,308 ","$22,492.05","$21,704.83","$21,270.73","$20,845.31","$20,428.41","$20,019.84",Added on 4/8/2008
A044,Base - > Feb 08,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,7075,AMS 4311,19.5,GEnx-2B,2377M46G01,2377M46G01,,,,B&F,,,,," $1,363 ","$1,356.53","$1,349.74","$1,322.75","$1,296.29","$1,270.37","$1,244.96",Added on 7/10/2008
A045,Base - > Feb 08,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,722,B50T73,6,T64,6029T78G01,6029T78P01,,3134D01,,Paradigm-AZ,Demusz,Barnes,,," $1,064 ","$1,026.76",$990.82,$971.01,$951.59,$932.56,$913.90,Added on 6/6/2008
A047,Base - > Feb 08,FRC/FRM,-4.00%,-4.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,6,GEnx-1B/2B,2301M33P01,2301M33P01,1212246,FRG-2301M33,,XAE,UEC Asheville,Shenyang Liming,,," $1,160 ","$1,113.60","$1,069.06","$1,047.67","$1,026.72","$1,006.19",$986.06,"Added on 4/16/2008, UEC-A and XAE split sched 50/50; FRM makes parts for UEC Asheville"
A049,Base - > Feb 08,FRV,-4.00%,-4.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,12,GEnx-1B/2B,2300M98G02 / 2336M96,2300M98G02 / 2336M96,,T020257-01,,TEI,PSI,,,," $10,692 ","$10,264.35","$9,853.78","$9,656.70","$9,463.57","$9,274.30","$9,088.81",Added on 9/2/08
A050,Base - > Feb 08,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,4340VAR,AMS 6414,4,GEnx-1B/2B,2301M67P01,2301M67P01,1212194,,,APPI,,,,, $148 ,$147.02,$146.29,$143.36,$140.49,$137.68,$134.93,"Added on 9/2/08, 66269"
A051,Base - > Feb 08,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,6,GEnx-1B/2B,2301M68P01,2301M68P01,1213756,,,Hansen,,,,, $218 ,$216.61,$215.53,$211.22,$206.99,$202.86,$198.80,Added on 9/2/08
A052,Base - > Feb 08,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,6,CF6-80E,1865M25P01,TF1865M25P01,1201403,,,Moeller,,,,," $3,075 ","$2,967.49","$2,863.63","$2,806.36","$2,750.23","$2,695.22","$2,641.32","Added on 7/3/08, 1=14 SLEEVE"
A053,Base - > Feb 08,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,2618,AMS 4132,8,GP7200,2038M49G01,2038M49P01,,TF2038M49P01,,UEC-Orillia,,,,, $306 ,$304.83,$303.30,$297.24,$291.29,$285.47,$279.76,Added on 8/19/08
A054,Base - > Feb 08,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,4340VAR,AMS 6414,12,GE90-115B,2041M48G02,P2A3702-2-66 ,,,Race,PSI,,,,," $3,417 ","$3,400.14","$3,383.14","$3,315.48","$3,249.17","$3,184.18","$3,120.50","Added on 7/23/08, 77653"
A055,Base - > Feb 08,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,4340VAR,AMS 6414,12,GEnx-1B,2357M29G03,P2A4802-66,,T110008-01,Race,PSI,TEI,,,," $3,575 ","$3,556.96","$3,539.18","$3,468.39","$3,399.03","$3,331.05","$3,264.42","Added on 7/23/08, 77652"
A056,Base - > Feb 08,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,AMS 5664,14,GE90-115B,2062M45P01,2062M45P01,,,,Shenyang Liming,,,,," $1,816 ","$1,752.57","$1,691.23","$1,657.41","$1,624.26","$1,591.77","$1,559.94","Single price, produced as 1=10 sleeve"
A057,Base - > Feb 08,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,R41,B50TF75,8,F110,9526M80G02,9526M80G02,,,,Dover,,,,," $5,302 ","$5,116.36","$4,937.29","$4,838.54","$4,741.77","$4,646.94","$4,554.00","Single price, produced as 1=2 sleeve"
A058,Base - > Feb 08,FRC,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,M250,B50TF95,8,GEnx-1B/2B,2301M31P01,2301M31P01,GE-2301M31P01,,,UEC-Suzhou,FAST (majority),,,," $2,865 ","$2,850.27","$2,836.02","$2,779.30","$2,723.72","$2,669.24","$2,615.86",Corrected deflation 7/27/09
A059,Base - > Feb 08,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,R41,B50TF110,8,LM2500,L56962P01,L56962P01,1211156,,,SpaceCraft,APPI,Barnes,,," $7,626 ","$7,359.09","$7,101.52","$6,959.49","$6,820.30","$6,683.90","$6,550.22",Added to LTA
A061,Base - > Feb 08,FMI,-4.00%,-4.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,4,F404,4056T78P02,4056T78P02,,,,Paradigm-Palmer,,,,, $767 ,$736.10,$706.66,$692.52,$678.67,$665.10,$651.80,"Added on 12/11/08, COS is 1=4 sleeve"
A062,Base - > Feb 08,SFC,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,6061,AMS 4127,9.25,CF34,4180T44G01,4180T44IT.2,,,,UEC-WB,,,,, $621 ,$617.49,$614.41,$602.12,$590.08,$578.27,$566.71,Added on 12/29/08
A063,Base - > Feb 08,SFC,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.22,C50TF124A,15,LM2500,L59006P02,L59006P02,,,,TEI,,,,," $23,212 ","$23,096.24","$22,980.76","$22,521.15","$22,070.72","$21,629.31","$21,196.72",Added on 12/30/08
A064,Base - > Feb 08,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,4,T700,4013082-477P01,4013082-477P01,,,,TEI,,,,, $247 ,$238.14,$229.80,$225.21,$220.70,$216.29,$211.96,Added on 1/12/09
A065,Base - > Feb 08,FRV,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,15.5PH,AMS 5659,14,GEnx-1B,2302M40G01,4013703-931P01,,Bearing Housing,,FAST,,,,," $8,737 ","$8,693.29","$8,649.82","$8,476.82","$8,307.29","$8,141.14","$7,978.32","Added on 11/18/08; price of $8,825 firm through '09"
A066,Base - > Feb 08,FRC,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,440,AMS 5630,6,GEnx-1B,4013536-295P01,4013536-295P01,,,,FAST,,,,, $512 ,$509.68,$507.13,$496.99,$487.05,$477.31,$467.76,Added on 1/29/09
A067,Base - > Feb 08,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,WASP,AMS 5709,4,CF6,9046M85P04,9046M85P04,,,,Jet Industries,,,,," $1,949 ","$1,880.91","$1,815.08","$1,778.78","$1,743.20","$1,708.34","$1,674.17",Added on 3/9/09
A068,Base - > Feb 08,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,6061,AMS 4312,14.5,CFM56-5C/7,2423M70 / 338-007-203-0,2423M70 / 338-007-203-0,,EB-13013-DA1,,Figeac,,,,," $1,512 ","$1,504.21","$1,496.69","$1,466.75","$1,437.42","$1,408.67","$1,380.50","Added on 3/9/09, price reflects AMS 4312"
A069,Base - > Feb 08,FMI,-1.00%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,6061,AMS 4312,19.5,CFM56-5C/7,2423M30P01,2423M30P01,1496600,,,FAMAT,,,,," $3,143 ","$3,127.46","$3,111.83","$3,049.59","$2,988.60","$2,928.83","$2,870.25","Added on 3/9/09, price reflects AMS 4312"
A072,Base - > Feb 08,FRC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,8,GE90-115B,1963M36P02,1963M36P02,GE-1963M36P02,,,Shenyang Liming,,,,," $4,122 ","$3,977.35","$3,838.14","$3,761.38","$3,686.15","$3,612.43","$3,540.18","Added on 13 Mar 2009, price is per single"
A073,Base - > Feb 08,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,4340VAR,AMS 6414,4.5,GEnx,2301M43P01,2301M43P01,1213210,,,Turbomecanica,,,,, $287 ,$285.67,$284.24,$278.56,$272.99,$267.53,$262.18,Added on 10 Mar 2009
A074,Base - > Feb 08,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,6,GEnx,2301M41P01,2301M41P01,1213209,,,Turbomecanica,,,,, $391 ,$389.10,$387.16,$379.42,$371.83,$364.39,$357.10,Added on 10 Mar 2009
A075,Base - > Feb 08,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,4,GP7200,2047M26P01,2047M26P01,,,,Turbomecanica,,,,, $695 ,$670.38,$646.92,$633.98,$621.30,$608.87,$596.69,Added on 10 Mar 2009
A076,Base - > Feb 08,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718R,C50TF37,4,GP7200,2047M29P02,2047M29P01,,,,Turbomecanica,,,,," $1,381 ","$1,332.67","$1,286.03","$1,260.31","$1,235.10","$1,210.40","$1,186.19",Added on 10 Mar 2009
A077,Base - > Feb 08,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,4.5,NA,1853M92G02,1853M92P01,9932234,,,Turbomecanica,,,,, $181 ,$180.27,$179.37,$175.78,$172.26,$168.82,$165.44,Added on 10 Mar 2009 - price is for 1=2 sleeve
A078,Base - > Feb 08,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,3,NA,1851M59P01,1851M59P01,1211951,,,Turbomecanica,Reliable,,,, $82 ,$81.76,$81.35,$79.73,$78.13,$76.57,$75.04,Added on 10 Mar 2009
A079,Base - > Feb 08,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,AM355,C50TF53A,3,T700,5051T48P02,5051T48P02,1201296,,,Moeller,,,,, $525 ,$522.09,$519.48,$509.09,$498.91,$488.93,$479.15,Added 23 April 2009
A080,Base - > Feb 08,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,8,LM5000,L46562P01,L43562P01,1213067,,,Moeller,,,,, $648 ,$645.22,$642.00,$629.16,$616.57,$604.24,$592.16,Added 23 April 2009
A081,Base - > Feb 08,SFC,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.22,C50TF124A,12,LM100,L38774P01,L38774P01,,,,TEI,,,,," $11,682 ","$11,623.88","$11,565.76","$11,334.45","$11,107.76","$10,885.60","$10,667.89",Added 06 May 2009
A083,Base - > Feb 08,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,M250,B50TF95A,6,GEnx-2B,2336M96G03,P2A5001-99,,T110010-01,Ball,PSI,TEI,,,," $1,386 ","$1,379.10","$1,372.21","$1,344.77","$1,317.87","$1,291.51","$1,265.68",Added 09 Sep 2009
A084,Base - > Feb 08,FRM,-1.00%,-1.00%,-1.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,HS188,AMS 5772,10,GE90-115B,17A190-543G02,D1968M72P04,1214485,Sub-Assy PN 2253M37G03,Outer Liner Flg,UEC-TH,,,,," $17,690 ","$17,513.41","$17,338.27","$16,991.51","$16,651.68","$16,318.64","$15,992.27","Added 3 Dec 2009, machined to UEC-TH COS, no Ni rebate"
A085,Base - > Feb 08,FRM,-1.00%,-1.00%,-1.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,GTD222,B50TF279,10,GE90-115B,17A190-543G02,D1968M72P02,1214487,Sub-Assy PN 2253M37G03,Outer Liner Flg,UEC-TH,,,,," $5,618 ","$6,146.00","$6,084.54","$5,962.85","$5,843.59","$5,726.72","$5,612.19","Added 3 Dec 2009, machined to UEC-TH COS, no Ni rebate, adjust billet price in 2012"
A086,Base - > Feb 08,FRM,-1.00%,-1.00%,-1.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,HS188,AMS 5772,10,GE90-115B,17A190-543G02,D1968M78P06,1214484,Sub-Assy PN 2253M40G06,Inner Liner Flg,UEC-TH,,,,," $3,119 ","$3,087.32","$3,056.44","$2,995.31","$2,935.41","$2,876.70","$2,819.16","Added 3 Dec 2009, machined to UEC-TH COS, no Ni rebate"
A087,Base - > Feb 08,FRM,-1.00%,-1.00%,-1.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,HS188,AMS 5772,8,GE90-115B,17A190-543G02,D1968M78P04,1214486,Sub-Assy PN 2253M40G06,Inner Liner Flg,UEC-TH,,,,," $7,499 ","$7,424.26","$7,350.01","$7,203.01","$7,058.95","$6,917.78","$6,779.42","Added 3 Dec 2009, machined to UEC-TH COS, no Ni rebate"
A088,Base - > Feb 08,FRM,0.00%,0.00%,3.00%,3.00%,0.00%,0.00%,0.00%,Ni,HS188,AMS 5772,10,GE90-115B,17A190-543G02,1968M72-2-M,1214482,Sub-Assy PN 2253M37G03,Outer Liner Flg,TCT,,,,," $15,808 ","$15,808.22","$15,334.00","$14,874.00","$14,874.00","$14,874.00","$14,874.00","Added 3 Dec 2009, machined to TCT COS, no Ni rebate-Renegotiated pricing ref. email 12/20/2012"
A089,Base - > Feb 08,FRM,0.00%,0.00%,3.00%,3.00%,0.00%,0.00%,0.00%,Ni,GTD222,B50TF279,10,GE90-115B,17A190-543G02,1878M70-2-M,1214483,Sub-Assy PN 2253M37G03,Outer Liner Flg,TCT,,,,," $5,497 ","$6,087.00","$5,904.00","$5,727.00","$5,727.00","$5,727.00","$5,727.00","Added 3 Dec 2009, machined to TCT COS, no Ni rebate,  adjusted billet price for 2012; Renegotiated pricing ref. email 12/20/2012"
A090,Base - > Feb 08,FRM,0.00%,0.00%,3.00%,3.00%,0.00%,0.00%,0.00%,Ni,HS188,AMS 5772,10,GE90-115B,17A190-543G02,1968M78P06-4-M,1214480,Sub-Assy PN 2253M40G06,Inner Liner Flg,TCT,,,,," $2,436 ","$2,436.28","$2,363.00","$2,292.00","$2,292.00","$2,292.00","$2,292.00","Added 3 Dec 2009, machined to TCT COS, no Ni rebate; Renegotiated pricing ref. email 12/20/2012"
A091,Base - > Feb 08,FRM,0.00%,0.00%,3.00%,3.00%,0.00%,0.00%,0.00%,Ni,HS188,AMS 5772,8,GE90-115B,17A190-543G02,1968M78-2-M,1214481,Sub-Assy PN 2253M40G06,Inner Liner Flg,TCT,,,,," $6,248 ","$6,248.12","$6,061.00","$5,879.00","$5,879.00","$5,879.00","$5,879.00","Added 3 Dec 2009, machined to TCT COS, no Ni rebate; Renegotiated pricing ref. email 12/20/2012"
A092,Base - > Feb 08,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,L605,AMS 5759,6,NA,9899556-848P01,9899556-848P01,,,,Hansen,,,,," $2,672 ","$2,578.56","$2,488.31","$2,438.55","$2,389.78","$2,341.98","$2,295.14","Added 5 Feb 10, price is per single"
A093,Base - > Feb 08,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,347,AMS 5646,6,F110,2038M43G01/G02,1277M88P01,1215046,,,Adom,Moeller,,,, $230 ,$228.70,$227.55,$223.00,$218.54,$214.17,$209.89,"Added 17 Jan 10, price is per single"
A094,Base - > Feb 08,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,8,GE90-94B,1960M45P02,1960M45P02,,,,Shenyang Liming,,,,," $4,122 ","$3,977.35","$3,838.14","$3,761.38","$3,686.15","$3,612.43","$3,540.18","Added on 13 Mar 2009, price is per single"
A095,Base - > Feb 08,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,321,AMS 5645,4,T700,4013082-477P01,4013082-477P01,,,,TEI,,,,, $153 ,$152.69,$151.92,$148.88,$145.91,$142.99,$140.13,"Added on 12 Jan 2009, price is per single"
A096,Base - > Feb 08,FRV,-4.00%,-4.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4 ROT,C50TF12D,12,GEnx-2B,2335M96G01,T020257-01,,T020257-01,,TEI,,,,," $12,387 ","$11,891.40","$11,415.75","$11,187.43","$10,963.68","$10,744.41","$10,529.52",
A097,Base - > Feb 08,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,8,GEnx-1B,2363M55P02,2363M55P02,1213126,,,UEC - Manchester,Kerns,,,, $306 ,$304.47,$302.95,$296.89,$290.95,$285.13,$279.43,
A098,Base - > Feb 08,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,10,GEnx-1B,2363M55P01,2363M55P01,1213127,,,UEC - Manchester,Kerns,,,, $341 ,$339.30,$337.60,$330.85,$324.23,$317.75,$311.39,
A099,Base - > Feb 08,FRM,-4.00%,-4.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-2-4-2,B50TF22A,3,GEnx-2B,2437M22,2437M22P804,1214526,,,Kerns,,,,," $1,051 ","$1,009.15",$968.79,$949.41,$930.42,$911.81,$893.58,
A100,Base - > Feb 08,FRM,-4.00%,-4.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-2-4-2,B50TF22A,3,GEnx-2B,2437M22,2437M22P808,1214568,,,Kerns,,,,, $829 ,$796.26,$764.41,$749.12,$734.14,$719.46,$705.07,
A101,Base - > Feb 08,FRM,-4.00%,-4.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-2-4-2,B50TF22A,3,GEnx-2B,2437M22,2437M22P812,1214508,,,Kerns,,,,, $715 ,$686.59,$659.13,$645.95,$633.03,$620.37,$607.96,
A102,Base - > Feb 08,FRM,-4.00%,-4.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-2-4-2,B50TF22A,3,GEnx-2B,2437M22,2437M22P806,1214507,,,Kerns,,,,, $595 ,$571.39,$548.54,$537.57,$526.81,$516.28,$505.95,
A103,Base - > Feb 08,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,410,AMS 5613,6.75,GEnx-1B,2301M30P01,2301M30P01,,,,FAST,APPI,,,, $316 ,$314.83,$313.25,$306.99,$300.85,$294.83,$288.94,APPI price of $294 fixed thru 2014-Ref letter 12/8/10
A104,Base - > Feb 08,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,8,GEnx-1B,2322M92P02,T020266-01,1214806,,,TEI,,,,," $3,630 ","$3,503.27","$3,380.65","$3,313.04","$3,246.78","$3,181.84","$3,118.21",
A105,Base - > Feb 08,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,12,GEnx-2B,2302M93P01,T020255,1213285,,,TEI,,,,," $2,821 ","$2,721.97","$2,626.70","$2,574.17","$2,522.68","$2,472.23","$2,422.79",
A106,Base - > Feb 08,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,8,GEnx-2B,2366M94P01,T020267-01,1214805,,,TEI,,,,," $3,377 ","$3,258.36","$3,144.31","$3,081.43","$3,019.80","$2,959.40","$2,900.21",
A109,Base - > Feb 08,FMI,NA,-1.00%,-1.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,WASP,AMS 5706,8,F110,4013522-398P03,4013522-398P03,,,,GE Aviation,,,,," $2,900 ","$2,871.00","$2,842.29","$2,785.44","$2,729.74","$2,675.14","$2,621.64",Added on 10/26/10 with 1% Deflation in '12 and '13
