Finish Machine Supplier,Supplier Code,Identify if current or newly awarded part,GE Ordered Part Number  ie; Finish Machine Part #/Kit # Assembly#,Engine Program,"If Kit/Assembly,  Finish Part # that goes into Kit",# of Parts per Kit,Raw Material Part Number,Raw Material Source,Plant, 2016 Raw Material Price on a per unit part basis , 2016 Total price paid to R/M Source ie; sleeve price ,Yield (sleeve to unit ratio),"R/M Classification IE; Closed Die Forging, Seamless Ring, Flash Welded Ring","Material Type; IN718, Titanium, Rene,",Dimensions of Part ordered from Forger or reference sketch #,"State any operations performed by forger ie; Heat Treat, Parting, Machining, etc.",,QPA,QPE,Billet Diameter,Weight ,Weight Type,ID
B&F Machine,14750,New,2463M11G01,LEAP,,,TF2462M89P01,Alcoa,Rochester, $109.50 ," $1,095.00 ",10,seamless ring,17-4,"FTP .060 min - 24.426""OD x 23.386""ID x .470""LG","HT TO H1150 CONDITION/ GE Specs S528 (8/16/11),P1TF17 S13 & S1001 Apply.",,,,,,,
B&F Machine,14750,New,2463M11G02,LEAP,,,TF2462M89P01,Alcoa,Rochester, $109.50 ," $1,095.00 ",10,seamless ring,17-4,"FTP .060 min - 24.426""OD x 23.386""ID x .470""LG","HT TO H1150 CONDITION/ GE Specs S528 (8/16/11),P1TF17 S13 & S1001 Apply.",,,,,,,
B&F Machine,14750,New,2463M12G01,LEAP,,,TF2462M89P01,Alcoa,Rochester, $109.50 ," $1,095.00 ",10,seamless ring,17-4,"FTP .060 min - 24.426""OD x 23.386""ID x .470""LG","HT TO H1150 CONDITION/ GE Specs S528 (8/16/11),P1TF17 S13 & S1001 Apply.",,,,,,,
B&F Machine,14750,New,2463M12G02,LEAP,,,TF2462M89P01,Alcoa,Rochester, $109.50 ," $1,095.00 ",10,seamless ring,17-4,"FTP .060 min - 24.426""OD x 23.386""ID x .470""LG","HT TO H1150 CONDITION/ GE Specs S528 (8/16/11),P1TF17 S13 & S1001 Apply.",,,,,,,
B&F Machine,14750,New,2463M13G01,LEAP,,,TF2462M89P01,Alcoa,Rochester, $109.50 ," $1,095.00 ",10,seamless ring,17-4,"FTP .060 min - 24.426""OD x 23.386""ID x .470""LG","HT TO H1150 CONDITION/ GE Specs S528 (8/16/11),P1TF17 S13 & S1001 Apply.",,,,,,,
B&F Machine,14750,New,2463M13G02,LEAP,,,TF2462M89P01,Alcoa,Rochester, $109.50 ," $1,095.00 ",10,seamless ring,17-4,"FTP .060 min - 24.426""OD x 23.386""ID x .470""LG","HT TO H1150 CONDITION/ GE Specs S528 (8/16/11),P1TF17 S13 & S1001 Apply.",,,,,,,
B&F Machine,14750,New,2463M14G01,LEAP,,,TF2462M89P01,Alcoa,Rochester, $109.50 ," $1,095.00 ",10,seamless ring,17-4,"FTP .060 min - 24.426""OD x 23.386""ID x .470""LG","HT TO H1150 CONDITION/ GE Specs S528 (8/16/11),P1TF17 S13 & S1001 Apply.",,,,,,,
B&F Machine,14750,New,2463M14G02,LEAP,,,TF2462M89P01,Alcoa,Rochester, $109.50 ," $1,095.00 ",10,seamless ring,17-4,"FTP .060 min - 24.426""OD x 23.386""ID x .470""LG","HT TO H1150 CONDITION/ GE Specs S528 (8/16/11),P1TF17 S13 & S1001 Apply.",,,,,,,
B&F Machine,14750,New,2463M15G05,LEAP,,,TF2462M89P01,Alcoa,Rochester, $109.50 ," $1,095.00 ",10,seamless ring,17-4,"FTP .060 min - 24.426""OD x 23.386""ID x .470""LG","HT TO H1150 CONDITION/ GE Specs S528 (8/16/11),P1TF17 S13 & S1001 Apply.",,,,,,,
B&F Machine,14750,Current,3074T11P01,F414,,,TF5114T96P01,PCC,MTTP, $9.71 ," $1,572.16 ",162,FBWR,Rene 41,"FTP .060 min - 24.860""OD x 24.00""ID x 2.90""LG",,,,,,,,
B&F Machine,14750,Current,3074T11P02,F414,,,TF5114T96P01,PCC,MTTP, $9.71 ," $1,572.16 ",162,FBWR,Rene 41,"FTP .060 min - 24.860""OD x 24.00""ID x 2.90""LG",,,,,,,,
B&F Machine,14750,Current,1709M18P02,,,,TF1709M18P02,Alcoa,Fontana, $111.29 , $779.00 ,7,seamless Ring,Inco 718,"FTP .060 min - 28.212""OD X 27.768""ID X .226""LG ",Age per note 6,,,,,,,
B&F Machine,14750,Current,1441M35P01,,,,TF1441M35P01,PCC,MTTP, $15.67 ," $1,645.27 ",105,FBWR,RENE 41,"FTP .060 min - 30.348""OD x 29.330""ID x 2.030""LG",,,,,,,,
B&F Machine,14750,Current,2071M82G01,CF34,,,2072M64P01,Alcoa,Rancho Cucamonga, $109.25 , $874.00 ,8,seamless ring,Alum,"FTP .060 min - 33.198""OD x 30.960""ID x 6.110""LG",,,,,,,,
B&F Machine,14750,Current,2071M83G01,,,,2072M64P02,Alcoa,Rancho Cucamonga, $109.25 , $874.00 ,8,seamless ring,Alum,"FTP .060 min - 33.198""OD x 30.960""ID x 6.110""LG",,,,,,,,
B&F Machine,14750,Current,2071M84G01,CF34,,,2072M64P01,Alcoa,Rancho Cucamonga, $109.25 , $874.00 ,8,seamless ring,Alum,"FTP .060 min - 33.198""OD x 30.960""ID x 6.110""LG",,,,,,,,
B&F Machine,14750,Current,2071M86G01,CF34,,,2072M64P01,Alcoa,Rancho Cucamonga, $109.25 , $874.00 ,8,seamless ring,Alum,"FTP .060 min - 33.198""OD x 30.960""ID x 6.110""LG",,,,,,,,
B&F Machine,14750,Current,2071M88G01,CF34,,,2072M64P01,Alcoa,Rancho Cucamonga, $109.25 , $874.00 ,8,seamless ring,Alum,"FTP .060 min - 33.198""OD x 30.960""ID x 6.110""LG",,,,,,,,
B&F Machine,14750,Current,2131M43G01,CF34,,,2072M64P01,Alcoa,Rancho Cucamonga, $109.25 , $874.00 ,8,seamless ring,Alum,"FTP .060 min - 33.198""OD x 30.960""ID x 6.110""LG",,,,,,,,
B&F Machine,14750,Current,2131M43G02,CF34,,,2072M64P01,Alcoa,Rancho Cucamonga, $109.25 , $874.00 ,8,seamless ring,Alum,"FTP .060 min - 33.198""OD x 30.960""ID x 6.110""LG",,,,,,,,
B&F Machine,14750,Current,2630M02G01,GE9X,,,TF2630M02P01,Frisa,Frisa, $807.50 ," $4,845.00 ",6,Seamless Ring,Titanium,"FTP .060 min - 38.700""OD x 34.250""ID x 3.150""LG",,,,,,,,
B&F Machine,14750,Current,2630M02G02,GE9X,,,TF2630M02P01,Frisa,Frisa, $807.50 ," $4,845.00 ",6,Seamless Ring,Titanium,"FTP .060 min - 38.700""OD x 34.250""ID x 3.150""LG",,,,,,,,
B&F Machine,14750,Current,2630M03G01,GE9X,,,TF2630M03P01,Frisa,Frisa, $807.50 ," $4,845.00 ",6,Seamless Ring,Titanium,"FTP .060 min - 38.700""OD x 34.250""ID x 3.150""LG",,,,,,,,
B&F Machine,14750,Current,2630M03G02,GE9X,,,TF2630M03P01,Frisa,Frisa, $807.50 ," $4,845.00 ",6,Seamless Ring,Titanium,"FTP .060 min - 38.700""OD x 34.250""ID x 3.150""LG",,,,,,,,
B&F Machine,14750,Current,2630M04G01,GE9X,,,TF2630M04P01,Frisa,Frisa, $807.50 ," $4,845.00 ",6,Seamless Ring,Titanium,"FTP .060 min - 38.700""OD x 34.250""ID x 3.150""LG",,,,,,,,
B&F Machine,14750,Current,2630M04G02,GE9X,,,TF2630M04P01,Frisa,Frisa, $807.50 ," $4,845.00 ",6,Seamless Ring,Titanium,"FTP .060 min - 38.700""OD x 34.250""ID x 3.150""LG",,,,,,,,
B&F Machine,14750,Current,L47731P01,,,,TFL47731P01,PCC,Carlton, $891.40 ," $4,457.00 ",5,seamless ring,Cobalt,"FTP .060 min - 39.57 OD X 38.22 ID X 2.33"" LONG",,,,,,,,
B&F Machine,14750,Current,5023T70P01,,,,4048T56P02,Alcoa,Fontana, $620.00 , $620.00 ,1,seamless ring,Inco 718,"FTP .060 min - 4.340""OD x 3.375""ID x 3.460""LG ",,,,,,,,
B&F Machine,14750,Current,2630M00G01,GE9X,,,TF2630M00P01,Frisa,Frisa," $1,375.00 "," $8,250.00 ",6,Seamless Ring,Titanium,"FTP .060 min - 42.120""OD x 36.060""ID x 4.80""LG",,,,,,,,
B&F Machine,14750,Current,2630M00G02,GE9X,,,TF2630M00P01,Frisa,Frisa," $1,375.00 "," $8,250.00 ",6,Seamless Ring,Titanium,"FTP .060 min - 42.120""OD x 36.060""ID x 4.80""LG",,,,,,,,
B&F Machine,14750,Current,2630M01G01,GE9X,,,TF2630M01P01,Frisa,Frisa," $1,375.00 "," $8,250.00 ",6,Seamless Ring,Titanium,"FTP .060 min - 42.120""OD x 36.060""ID x 4.80""LG",,,,,,,,
B&F Machine,14750,Current,2630M01G02,GE9X,,,TF2630M01P01,Frisa,Frisa," $1,375.00 "," $8,250.00 ",6,Seamless Ring,Titanium,"FTP .060 min - 42.120""OD x 36.060""ID x 4.80""LG",,,,,,,,
B&F Machine,14750,Current,4019T65P01,,,,TF4019T65P01,Alcoa,Rochester, $45.50 , $91.00 ,2,seamless,steel,"FTP .060 min - 5.035""OD x 4.638""ID x 1.780""LG",,,,,,,,
B&F Machine,14750,Current,1669M76P01,,,,TF1669M76P01,Alcoa,Fontana, $685.00 , $685.00 ,1,seamless Ring,Alum,"FTP .060 min - 57.490"" OD X 54.978"" ID X 5.150",,,,,,,,
B&F Machine,14750,Current,4092T43P03,,,,TF4092T43P03,Alcoa,Rochester, $50.80 , $254.00 ,5,seamless ring,Inco 625,"FTP .060 min - 6.000""OD x 5.505""ID x 3.188""LG",,,,,,,,
B&F Machine,14750,Current,4096692-183P01,CT7-9,,,TF4096692-183P01,Alcoa,Rochester, $176.52 , $353.04 ,2,seamless ring,Inco 600,"FTP .060 min - 6.143""OD X 5.359""ID X 2.40""LG",,,,,,,,
B&F Machine,14750,Current,5055T28P01,,,,TF5055T28P01,Alcoa,Rochester, $136.00 , $136.00 ,1,seamless ring,Inco 718,FTP .060 min - 6.25 OD X 5.125 ID X 1.063 THK,,,,,,,,
B&F Machine,14750,Current,4096694-905P02,CT7,,,TF4096694-905P02,Alcoa,Rochester, $35.44 , $141.76 ,4,seamless ring,Inco 600,"FTP .060 min - 6.351""OD x 5.635""ID x .874""LG",,,,,,,,
B&F Machine,14750,Current,9644M33P04,,,,TF9644M33P04,PCC,Carlton, $85.00 , $255.00 ,3,seamless ring,410 SST,"FTP .060 min - 6.66"" OD X 6.130"" ID X 4.15""",,,,,,,,
B&F Machine,14750,Current,4096694-904P02,CT7,,,TF4096694-904P02,Alcoa,Rochester, $37.13 , $148.52 ,4,seamless ring,Inco 600,"FTP .060 min - 6.927""OD x 6.251""ID x .925""LG",,,,,,,,
B&F Machine,14750,Current,2082M63G01,GE90,,,TF2082M63G01,PCC,Carlton, $493.00 , $493.00 ,1,seamless ring,Alum,"FTP .060 min - 64.62""OD X 60.40""ID X 1.42"" LG",,,,,,,,
B&F Machine,14750,Current,4096694-903P02,CT7,,,TF4096694-903P02,Alcoa,Rochester, $34.63 , $138.52 ,4,seamless ring,Inco 600,"FTP .060 min - 7.441""OD x 6.810""ID x 1.009""LG",,,,,,,,
B&F Machine,14750,Current,2633M72G01,GE9X,,,TF2633M72P01,Alcoa,Fontana," $3,193.00 "," $3,193.00 ",1,seamless ring,Alum,"FTP .060 min - 72.90""OD x 63.50""ID x 3.00""LG",,,,,,,,
B&F Machine,14750,Current,2062M45P01,GE90,,,TF2062M45P01,Alcoa,Rancho Cucamonga, $541.33 ," $16,240.00 ",30,seamless ring,Inco 718,"FTP .060 min - 74.960""OD x 73.230""ID x .320""",,,,,,,,
B&F Machine,14750,Current,2484M10G01,PP20,,,TF2484M10P01,PCC,Carlton, $185.00 , $740.00 ,4,seamless ring,Alum,"FTP .060 min - 8.40""OD x 6.724""ID x 2.5""LG""LG",,,,,,,,
B&F Machine,14750,Current,5078T28G04,T700,,,TF5060T89P07,Alcoa,Rochester, $31.83 , $573.00 ,18,seamless ring,RENE 41,"FTP .060 min - 8.990""OD x 5.560""ID x 1.31""",,,,,,,,
B&F Machine,14750,Current,4905T89P01,CT-7,,,TF4905T89P01,Alcoa,Rancho Cucamonga, $52.40 , $262.00 ,5,seamless ring,Inco 718,"FTP .060 min - 9.3455""OD x 8.8075""ID x 2.920"" LG",,,,,,,,
B&F Machine,14750,New,2552M30G01,LEAP,,,2552M30P01,Alcoa,Fontana, $184.00 , $736.00 ,4,seamless ring,Alum,"FTP .060 min - 9.547""OD x 8.087""ID x .915""LG",,,,,,,,
B&F Machine,14750,New,2463M40G01,LEAP,,,TF2463M40P01,Alcoa,Fontana, $118.00 , $708.00 ,6,seamless ring,Alum,"FTP .060 min - 9.845""OD x 8.346""ID x 1.118""LG",,,,,,,,
B&F Machine,14750,Current,1709M29P05,,,,TF1709M29P05,PCC,MTTP," $1,704.94 "," $1,704.94 ",1,FBWR,Inco 718,MADE PER PCC DRAWING C20891-A,Drawing in folder,,,,,,,
B&F Machine,14750,Current,4005M36G02,GE90,,,TF2082M33,Alcoa,Fontana," $14,380.00 "," $14,380.00 ",1,seamless ring,Titanium,PER FMI SKETCH 12766 REV D,,,,,,,,
B&F Machine,14750,Current,2136M10G05,GP7200,,,4013537-171P01,Alcoa,Rancho Cucamonga," $4,894.00 "," $4,894.00 ",1,seamless ring,Alum,"Rough Machined - 73.650""OD X 65.460""ID X 12.50""LG",,,,,,,,
B&F Machine,14750,Current,5129T00P01,F404,,,TF6054T22P02,Alcoa,Fontana, $13.63 , $436.00 ,32,seamless ring,Alum,"Supplied size:20.03"" OD X 18.16"" ID X 7.375""",,,,,,,,
B&F Machine,14750,Current,L57300P01,LMS100,,,TFL57300P01,PCC,Carlton," $1,614.00 "," $1,614.00 ",1,seamless ring,15-5,SUPPLY PER DRAWING# F0198-141B,,,,,,,,
AEROCISION,63350,Current,1963M16P03,GENX & G90,,1,1963M16 FORG,ALCOA,ROCHESTER, $186.50 , $373.00 ,2,Seamless,17-4 PH,18.301 OD X 16.444 ID X 3.625,H1075 AGED,,,,,,,
AEROCISION,63350,Current,L44828P01,LM5000/6000 ,,1,L44828P01,Larson,Larson, $680.00 , $680.00 ,1,Seamless,17-4 PH,"19.0""/19.30"" OD X 13.05""/13.35"" ID X 2.465""/2.765"" THK",H1075 AGED,,,,,,,
AEROCISION,63350,NEW,2461M37P02,LEAP,,1,REF: 2461M37 P01,PCC,Carlton, $314.00 , $314.00 ,1,Seamless,Inco 718,5.300 OD X 4.603 ID X .985 LG,,,,,,,,
AEROCISION,63350,NEW,2554M83P01,LEAP,,1,2554M83P01 F,PCC,MTTP, $720.00 , $720.00 ,1,,Inco 718,1.875 H +.150/-0.0   x   24.275 +/-.050  ID  x  25.135 OD,,,,,,,,
AEROCISION,63350,NEW,2626M28P01,9X,,1,2626M28P01 F,Frisa,Frisa, $775.00 ," $1,550.00 ",2,Seamless Ring,17-4 PH,"APX SIZED 30.25"" OD X 27.50"" ID X 4.31"" LONG","H1075 AGED, ROUGH MACHINED",,,,,,,
AEROCISION,63350,NEW,2626M29P01,9X,,1,2626M29P01 F,Frisa,Frisa, $592.50 ," $1,185.00 ",2,Seamless Ring,17-4 PH,"APX SIZED 23.77"" OD X 21.93"" ID X 4.06"" LONG","H1075 AGED, ROUGH MACHINED",,,,,,,
AEROCISION,63350,NEW,2647M29G01,9X,,1,2647M29G01-COS,Frisa,Frisa," $5,095.00 "," $5,095.00 ",1,Seamless Ring,TI 6-4,"SIZED AT 31.075"" OD X 24.796"" ID X 3.851"" H",,,,,,,,
B&E PAC,11255,,2483M13G01,PP20,NO,N/A,2517M68P01,PCC,Carlton," $3,920.00 "," $3,920.00 ",1,closed die forging,Titanium,,,,,,,,,
B&E PAC,11255,,2460M74P01,PP20,NO,N/A,4013733-909P01,PCC,Carlton, $313.75 ," $1,255.00 ",4,closed die forging,Titanium,,,,,,,,,
B&E PAC,11255,,2462M57P01,PP20,NO,N/A,4013733-966P01,PCC,Carlton, $145.29 ," $2,470.00 ",17,closed die forging,Rene,,,,,,,,,
B&E PAC,11255,,2629M62G01,Leap A/C,NO,N/A,2629M62P01.000C,Alcoa,Fontana, $820.00 , $820.00 ,1,seamless ring,Rene,Alcoa skech 13614,,,,,,,,
B&E PAC,11255,,2542M54G01,Leap 1B,NO,N/A,2542M54P01.000R,Alcoa,Fontana, $820.00 , $820.00 ,1,seamless ring,15-5PH,Alcoa skech 13614,,,,,,,,
B&E PAC,11255,,9299M58P02,CF6,NO,N/A,9299M58P02FTPD,Alcoa,Rochester, $219.00 , $219.00 ,1,seamless ring,17-4PH,"11.75"" od x 8.25"" id x 1.75"" th",,,,,,,,
BIRKEN MFG. CO.,60696,Current,1583M29G02,CF6,1583M29P03,1,B50TF15-10.50SL  CL. B,Larson,Larson, $395.00 , $395.00 ,1,SEAMLESS RING,Inco 718,"SUPPLY FORGING SIZE: 10.500"" OD X 10.000"" ID X 1.700"" LG",,,,,,,,
BIRKEN MFG. CO.,60696,Current,2626M02P01,GE9X,,1,AMS4928-26.5FR,Alcoa,Fontana," $6,397.00 "," $6,397.00 ",1,SEAMLESS RING,Ti 6-4,"FORGE TO PROTECT .060"" MIN OVER DIMS:26.500"" OD X 20.750"" ID X 5.000"" LG",,,,,,,,
BIRKEN MFG. CO.,60696,Current,2626M42G01,GE9X,2626M42P01,1,AMS4928-15.8FR,Alcoa,Fontana," $2,866.00 "," $2,866.00 ",1,SEAMLESS RING,Ti 6-4,"FORGE TO PROTECT .060"" MIN OVER DIMS: 15.8000"" OD X 10.000"" ID X 4.300"" LG",,,,,,,,
BIRKEN MFG. CO.,60696,Current,2626M53G01,GE9X,2626M55P01,1,F 2626M55P01,Larson,Larson, $295.00 , $295.00 ,1,SEAMLESS RING,STEEL 440C,"FORGE TO PROTECT DIMS: 10.780"" OD X 10.530"" ID X 1.830"" LG",,,,,,,,
BIRKEN MFG. CO.,60696,Current,2626M59P01,GE9X,,1,AMS4132-13.38FR,Mattco Forge,Mattco Forge, $707.00 , $707.00 ,1,SEAMLESS RING,AL T-61,"SUPPLY FORGING SIZE: 13.375"" +/-.120 X 8.725"" +/-.120"" X 1.880"" +.120/-0 LG",,,,,,,,
CT Tool,62410,INACTIVE,2044M69P01,CF34,,,2044M69P01RM,Alcoa,Monroe, INACTIVE ,,1,SR,A286,5.700 OD x 4.570 ID x 2.065 Long,Heat treated,Corbus,,,,,,
CT Tool,62410,Current,1963M15P01,GE90,,,1963M15P01RM,Alcoa,Monroe,, $122.00 ,1,SR,17-4,10.490 OD  X 8.880  ID X 1.844 +/-.09 LONG,Heat treated,Corbus,,,,,,
CT Tool,62410,Current,9661M56P02,CF6,,,AMS 6415 6.313 X .563 X 2.125,Alcoa,Monroe,, $118.00 ,1=3,SR,4340,6.313 OD x 5.188 ID x 2.125 min long,Austentize & temper,Corbus,,,,,,
CT Tool,62410,Current,2483M42P01,PASSPORT,,,C50TF37 4.620 X .555 X 1.465,Alcoa,Monroe,, $442.00 ,1,SR,Inco 718,4.900 OD x 3.250 ID x 1.750 Long,Heat treated,Corbus,,,,,,
CT Tool,62410,Current,4125T31P02,CF34,,,C50TF103 FR9.185X6.910X2.125,Alcoa,Monroe,," $1,223.00 ",1=5,SR,Inco 718,9.437 OD x 6.650 ID x 2.375 Long,Heat treated,Corbus,,,,,,
CT Tool,62410,Current,9346M80P02,LM2500/CF6,,,B50TF15CL-C 7.61 X 7.05 X 1.85,Alcoa,Monroe,, $296.00 ,1,SR,Inco 718,7.875 OD x 6.813 ID x 2.125 Long,Heat treated,Shaun Welling,,,,,,
CT Tool,62410,Current,1853M92G02,CF6,,,AMS 5643 9.375 X .844 X 1.813,Alcoa,Monroe,, $172.00 ,1=2,SR,17-4,9.375 OD x 7.688 ID x 1.813 Long,HT to H1075,Shaun Welling,,,,,,
CT Tool,62410,Current,2488M13P01,PASSPORT,,,AMS 5659 7.700 X .900 X 1.600,Alcoa,Monroe,, $224.00 ,1,SR,15-5,7.950 OD x 5.650 ID x 1.850 Long,HT to H1075,Shaun Welling,,,,,,
CT Tool,62410,Current,2501M45G02,PASSPORT,,,AMS 5659 10.800 X 1.600 X 2.06,Alcoa,Monroe,, $552.00 ,1,SR,15-5,To protect 10.800 OD x 7.600 ID x 2.060 Long,HT to H1025,Shaun Welling,,,,,,
Demusz Mfg ,31799,Current,L44854P01,LM6000,,,L44854P01,ALCOA,MONROE, $245.00 , $245.00 ,1,SEAMLESS,ALUM,"FORGE TO PROTECT .060"" MIN OVER DIMS: 25.240 OD X 23.940 ID X 3.770 LG",,,,,,,,
Demusz Mfg ,31799,Current,1385M57P06,F118-GE-100,,,1385M57P06,ALCOA,Rancho Cucamonga," $1,813.00 "," $1,813.00 ",1,SEAMLESS,WASPALOY,"FORGE TO PROTECT .060"" MIN OVER DIMS: 21.970 OD X 18.804 ID X 1.145 LG",,,,,,,,
Demusz Mfg ,31799,Current,17A148-506P01,F404,,,C09274,PCC,MTTP, $351.88 , $351.88 ,1,FBWR,HAST-X,,,,,,,,,
Demusz Mfg ,31799,Current,17A166-830P02,CFE738,,,TF17A166-830P02,PCC,MTTP, $692.00 , $692.00 ,1,FBWR,HAST-X,,,,,,,,,
Demusz Mfg ,31799,Current,1962M99P01,G90-115B,,,1962M99P01,ALCOA,MONROE, $115.00 , $115.00 ,1,SEAMLESS,4340,"8.90 ""D X 7.38""ID X 2.349""LG",,,,,,,,
Demusz Mfg ,31799,Current,2061M13P01,"GE90, GENX",,,2061M13P01,ALCOA,MONROE, $857.00 , $857.00 ,1,SEAMLESS,EXPANSION ALLOY,"21.740""OD X 20.450""ID X 2.450""LG",,,,,,,,
Demusz Mfg ,31799,Current,2071M15P01,CFM56,,,2071M15P01,Larson,Larson," $1,135.00 "," $1,135.00 ",1,SEAMLESS,Inco 718,"24.250""OD X 21.790""ID X .760""LG",,,,,,14.04,,
Demusz Mfg ,31799,Current,2123M29P02,GP7200,,,2123M29P01,ALCOA,MONROE, $262.50 , $525.00 ,2,SEAMLESS,Inco 718,"10.406""OD X 9.395""ID X 1.84""LG",,,,,,,,
Demusz Mfg ,31799,Current,2136M11P01,GP7200,,,2136M11P01,ALCOA,MONROE, $583.67 ," $3,502.00 ",6,SEAMLESS,INCO 625,"FORGE TO PROTECT .060""MIN OVER DIMS: 26.812""OD X 25.054""ID X .358""LG,   MIN LG: 3.875",,,,,,,,
Demusz Mfg ,31799,Current,4064T17P03,F404,,,4064T17P03,ALCOA,MONROE," $1,059.00 "," $1,059.00 ",1,SEAMLESS,TITANIUM,"20.0""OD X 18.0""ID X 3.5""LG",,,,,,,,
Demusz Mfg ,31799,Current,4906T54P01,LM1600 ,,,TF4906T54P01,Larson,Larson," $1,335.00 "," $1,335.00 ",1,SEAMLESS,INCO 718,".060""MIN OVER 14.51""OD X 12.460""ID X .92""LG.",,,,,,,,
Demusz Mfg ,31799,Current,5031T52P01,"7LM1600, F404",,,5031T52P01,ALCOA,MONROE, $174.00 , $174.00 ,1,SEAMLESS,S17400,"FORGE TO PROTECT .060""MIN OVER DIMS: 6.080""OD X 5.270""ID X 2.550""LG",,,,,,,,
Demusz Mfg ,31799,Current,5101T68P02,F414-400,,,5108T95P01,ALCOA,Rancho Cucamonga," $2,305.00 "," $2,305.00 ",1,SEAMLESS,INCO 718,,,,,,,,,
Demusz Mfg ,31799,Current,5124T96P01,"CT58, T58",,,5127T08P01,ALCOA,MONROE, $619.00 , $619.00 ,1,SEAMLESS,A-286,,,,,,,,,
Demusz Mfg ,31799,Current,5124T98P01,"T58, CT58 ",,,5127T10P01,ALCOA,MONROE, $622.54 , $622.54 ,1,SEAMLESS,A-286,,,,,,,,,
Demusz Mfg ,31799,Current,5142T62P01,G38,,,5142T62P01,ALCOA,MONROE," $1,348.00 "," $1,348.00 ",1,SEAMLESS,HAYNES 188,"11.688""OD X 8.188""ID X 1.016""LG",,,,,,,,
Demusz Mfg ,31799,Current,5152T04P01,G38,,,5152T04P01,ALCOA,MONROE, $45.14 ," $1,986.00 ",44,SEAMLESS,RENE 44,"1=4 RING FORGE TO PROTECT .060""MIN OVER DIMS: 10.480""OD X 10.207""ID X .250""LG",,,,,,,, ,,,5158T66G01,G38,,1,5158T66P01,ALCOA,MONROE, $767.00 , $767.00 ,1,SEAMLESS,Inco 718,"11.082""OD X 6.889""ID X 1.203""LG",,,,,,,,
Demusz Mfg ,31799,Current,6029T50P01,T64,,,6029T50P01,Alcoa,Fontana, $580.00 , $580.00 ,1,FORGING,A-286,"3.75""OD X 2.20""ID X 8.77""LG",,,,,,,,
Demusz Mfg ,31799,Current,6029T78G01,T64,,1,6029T78G01,ALCOA,MONROE, $991.00 , $991.00 ,1,SEAMLESS,INCO W,"FORGE TO PROTECT .060""MIN OVER DIMS: 18.372""OD X 17.245""ID X .990""LG",,,,,,,,
Demusz Mfg ,31799,Current,6047T34P01,CF34,,,TF6047T34P01,Alcoa,Fontana, $158.00 , $158.00 ,1,FORGING,ALUM,"FORGE TO PROTECT .060""MIN OVER DIMS: 22.617""OD X 19.760""ID X 2.050""LG",,,,,,,,
Demusz Mfg ,31799,Current,9977013-966P01,CFM56,,,9977012-906P02,PCC,Carlton," $5,235.00 "," $5,235.00 ",1,SEAMLESS,Inco 718,,,,,,,,,
EDAC,21525,Current,5128T98G01,F404,,,4077T68P02,PCC,Carlton,,,1,CDF,C50TF12 CL-I (TI 6A1-4V) ,PER GE FORGING DRAWINGS: 4077T68P02 REV. K,,,,,,,,
EDAC,21525,Current,5161T73G02,GE38,,,F5161T73G01,Alcoa,Fontana,,,2,SEAMLESS ROLLED RING,B50TF15CL-E IN718,24.80 OD x 18.90 ID x 7.00�,,,,,,,,
EDAC,67381,New,2679M67G01,GE9x,2677M20P01,1,ER-FORG-Q1374-PB,Mettis,Mettis,,,1,CDF,AL 7050T74,TZ10668-06-step4-SDF,Heat Treatment,,,,,,,
Flanagan Industries,37805,Current,9232M46G08,,,,TF9232M46,Alcoa,Fontana," $1,677.00 "," $1,677.00 ",1,Forging,Inco 718,38.111 OD x 34.803 ID x .750 THK,,,,,,,,
Flanagan Industries,37805,Current,L56752P01,LMS100,,,TFL56752,Mattco Forge,Mattco Forge, $38.68 ," $20,428.00 ",1 Sleeve = 528 pcs,Forging,Rene 41,61.502 OD x 59.502 ID x .6.34 THK,,,,,,,,
Flanagan Industries,37805,Current,L56753P01,LMS100,,,TFL56753,Mattco Forge,Mattco Forge, $17.58 ," $20,685.00 ","1 Sleeve = 1,176 pcs",Forging,Rene 41,61.502 OD x 59.502 ID x .6.34 THK,,,,,,,,
GKN Aerospace - Cincinnati,52361,Current,9977013-762G01 & 9977013-764G01,F110,9977013-500P02,1,42999904,PCC,Carlton," $8,295.00 "," $8,295.00 ",1,SR,Inco 718,42999904,N/A,,,,,,,
GKN Aerospace - Cincinnati,52361,Current,5109T60G04,F414,,1,44469903,PCC,Carlton," $5,443.00 "," $5,443.00 ",1,SR,Inco 718,44469903,N/A,,,,,,,
GKN Aerospace - Cincinnati,52361,Current,2401M49P01,CFM56,,1,F0101-396B,PCC,Carlton," $7,166.00 "," $7,166.00 ",1,SR,Inco 718,F0101-396B,N/A,,,,,,,
GKN Aerospace - Cincinnati,52361,Current,2085M69G03 & 2548M30G04,LEAP,2400M47P01 & 2548M34P01,1,F0101-430B,PCC,Carlton," $9,894.00 "," $9,894.00 ",1,SR,Inco 718+,F0101-430B,N/A,,,,,,,
GKN Aerospace - Cincinnati,52361,Current,1993M34P02,F110-132,,1,2031M79P01,PCC,Carlton," $8,845.00 "," $8,845.00 ",1,SR,Ti 6-4,2031M79P01,N/A,,,,,,,
GKN Aerospace - Cincinnati,52361,Current,1834M60G02,F110-132,,1,45269901,PCC,Carlton," $44,825.00 "," $44,825.00 ",1,SR,Inco 718,45269901,N/A,,,,,,,
