Finish Machine Supplier,Supplier Code,Identify if current or newly awarded part,GE Ordered Part Number  ie; Finish Machine Part #/Kit # Assembly#,Engine Program,"If Kit/Assembly,  Finish Part # that goes into Kit",# of Parts per Kit,Raw Material Part Number,Raw Material Source,Plant, 2016 Raw Material Price on a per unit part basis , 2016 Total price paid to R/M Source ie; sleeve price ,Yield (sleeve to unit ratio),"R/M Classification IE; Closed Die Forging, Seamless Ring, Flash Welded Ring","Material Type; IN718, Titanium, Rene,",Dimensions of Part ordered from Forger or reference sketch #,"State any operations performed by forger ie; Heat Treat, Parting, Machining, etc.",,QPA,QPE,Billet Diameter,Weight ,Weight Type,ID
Moeller,61701,Current,9644M07G01     ,"CF6, LM, TF39",NA,NA,NA - Not Negotiated,Alcoa,Rochester, $251.00 , $502.00 ,2,FR,INCO 718,12.153 ID x 12.483 OD 2.15 lg forged to protect ,"FPI, MACRO ETCH",,,,,,,
Moeller,61701,New,9644M33P04     ,"CF6, LM, TF39",NA,NA,9644M33P04,PCC,Carlton, $83.31 , $249.93 ,3,FR or FWR,410 SS,6.130 ID x 6.660 OD x 1.150 lg / 6.130 ID x 6.660 OD x 4.15 lg forged to protect,HEAT TREAT,,,,,,,
Moeller,61701,Current,9911M68P03     ,"F101, F110, F118",NA,NA,9911M68P03,Alcoa,Rochester, $172.01 , $172.01 ,1,FR or FWR,A 286,5.337 ID x 6.026 OD x 9.924 lg forged to protect,FPI,,,,,,,
Moeller,61701,Current,9992M74G21     ,CFM56,NA,NA,NA - Not Negotiated,Alcoa,Fontana, $14.47 , $521.00 ,36,FR,17-4PH SS,20.346 ID x 21.138 OD x 1.149 lg / 20.346 ID x 21.138 OD x 5.500 lg forged to protect,HEAT TREAT,,,,,,,
Moeller,61701,Current,L14406P02      ,LM,NA,NA,L14406P02,Alcoa,Rochester, $91.77 , $91.77 ,1,FR or FWR,17-4PH SS,7.006 ID x 7.576 OD x 2.966 lg forged to protect,HEAT TREAT,,,,,,,
Moeller,61701,Current,L24293P01      ,LM,NA,NA,NA - Not Negotiated,Alcoa,Fontana, $241.00 , $241.00 ,1,FR or FWR,17-4PH SS,9.92 ID x 11.74 OD x 1.75 lg forged to protect,HEAT TREAT,,,,,,,
Moeller,61701,Current,5107T86P01,F414,NA,NA,5107T86P01_,PCC,Carlton, $154.47 , $926.82 ,1 slv x 6 rng,FR or FWR,INCO 718,16.80 ID x 17.33 OD x 3.06 lg forged to protect,HEAT TREAT,,,,,,,
Moeller,61701,Current,6026T65P02,F404,NA,NA,17A137-382P02,PCC,Carlton, $463.24 , $463.24 ,1,FR,A-286,Per Print,N/A,,,,,,,
Moeller,61701,Current,1703M32G03,CF6,NA,NA,9299M60P01SC,PCC,MTTP, $279.73 ," $1,118.47 ",1 rng x 4 pcs,FWR,INCO 718,Per Print,N/A,,,,,,,
Moeller,61701,Current,1865M25P01,CF6,NA,NA,TF1865M25P01,Alcoa,Rochester, $209.64 ," $2,935.00 ",1 slv x 14 rng,FR or FWR,INCO 718,22.209 ID x 22.909 OD x 4.560 lg forged to protect,NA,,,,,,,
Moeller,61701,Current,1939T52G01,?,NA,NA,NA - Not Negotiated,NA,NA, NA , NA ,NA,NA,NA,SEE 5071T33P01 (LINE 4),NA,,,,,,,
Moeller,61701,Current,2116M69P01,GENX,NA,NA,NA- Not Negotiated,Alcoa,Rochester, $94.00 ," $1,128.00 ",1 slv x 12 rng,FR or FWR,INCO X-750,14.59 ID x 14.92 OD x 4.346 lg forged to protect,NA,,,,,,,
Moeller,61701,Current,2311M40G01,GENX,NA,NA,2311M40G01,Alcoa,Rochester, $658.00 , $658.00 ,1,FR,2618 Al,12.236 ID x 15.307 OD x 3.45 lg forged to protect,NA,,,,,,,
Moeller,61701,Current,5031T16P02,F404,NA,NA,17A137-315P01,Alcoa,Rochester, $293.00 , $293.00 ,1,FR,17-4PH SS,Per Print,ROUGH MACHINING,,,,,,,
Moeller,61701,Current,5060T94P01,CT7,NA,NA,TF5060T94P01,PCC,MTTP, $145.21 , $435.62 ,1 slv x 3 rng,FR or FWR,WASPALOY,Per Print,FPI,,,,,,,
Moeller,61701,Current,9321M30P04,"F118, F101, CFM56",NA,NA,9321M30P04,Welded Ring Products,WRP, $70.44 ," $1,620.00 ",1 rng x 23 pcs,FR or FWR,INCO 718,29.00 ID x 30.85 OD x 1.51 lg forged to protect,NA,,,,,,,
Moeller,61701,New,2469M73G01,LEAP 1A,NA,NA,2469M73P01.002R,Alcoa   ,Rochester, $102/$97 , NA ,1,FR,410 SST,6.00 O.D.,,,,,,,,
UEC Poland,60792,,1708M35P03,GE90,,,1708M35P01,PCC,MTTP,,,1=12=39,Flash Welded Ring,Rene 41,ID 38.368 +/-.060 OD 39.402 REF Wall 517 +.120/0.0 Height 5.150 +.250/-0.0 B50TF75 CL-D OR CL-E,,,,,,,,
UEC Poland,60792,,1708M40P04,GE90,,,1708M40P01MR11,PCC,MTTP,,,1=13=84,Flash Welded Ring,Rene 41,"CL - D  ID: 39.778 +/-.060 , OD: 40.812 REF , Wall: .517 +.120/-0.0 , Height: 5.150 +.250/-0.0  B50TF75-CLE",,,,,,,,
UEC Poland,60792,,1708M40P05,GE90,,,1708M40P01MR11,PCC,MTTP,,,1=13=84,Flash Welded Ring,Rene 41,"CL - D  ID: 39.778 +/-.060 , OD: 40.812 REF , Wall: .517 +.120/-0.0 , Height: 5.150 +.250/-0.0  B50TF75-CLE",,,,,,,,
UEC Poland,60792,,17A190-164P01,CF34 ,,,F1362-1,Welded Ring Products,WRP,,,1=1,Flash Welded Ring,Hastelloy X,MAKE PER WRP DRAWING B-30215 ,,,,,,9.12,,
UEC Poland,60792,,2041M71P01,GP7200,,,2041M71P01,Frisa,Frisa,,,1=1,Seamless Ring,Inconel 718,"RECTANGULAR RING, 339mm OD min. X 256mm ID max X 102mm LG min",,,,,,,,
UEC Poland,60792,,2099M39P01,,,,2099M39P01MR12,PCC,MTTP,,,1=13=39,Flash Welded Ring,Rene 41,ID: 32.616 +/-.050 OD: 33.674 REF WALL: .529 +.120/-0.0 HEIGHT: 4.9 +.250/-0.0,,,,,,,,
UEC Poland,60792,,2100M87P01,,,,2100M87P01MR9,PCC,MTTP,,,1=11=39,Flash Welded Ring,Rene 41,ID 31.43+/-.050 OD 32.488 REF Wall 0.529+.120/-0.0 Height 4.14+.250/-0.0,,,,,,,,
UEC Poland,60792,,2100M87P02,,,,2100M87P01MR9,PCC,MTTP,,,1=11=39,Flash Welded Ring,Rene 41,ID 31.43+/-.050 OD 32.488 REF Wall 0.529+.120/-0.0 Height 4.14+.250/-0.0,,,,,,,,
UEC Poland,60792,,2100M94P01,,,,2100M94P01MR9,PCC,MTTP,,,1=11=84,Flash Welded Ring,Rene 41,ID 32.52+/-.050 OD 33.578 REF Wall 0.529+.120/-0.0 Height 4.14+.250/-0.0,,,,,,,,
UEC Poland,60792,,2100M94P02,,,,2100M94P01MR9,PCC,MTTP,,,1=11=84,Flash Welded Ring,Rene 41,ID 32.52+/-.050 OD 33.578 REF Wall 0.529+.120/-0.0 Height 4.14+.250/-0.0,,,,,,,,
UEC Poland,60792,,2461M34P01,LEAP A/C;Leap-1B,,,2461M34P01,Alcoa,Suzhou,,,1=1,Seamless Ring,Inconel X-750,MAKE PER  DRAWING ARC-2461M34P001.000R,,,,,,,,
UEC Poland,60792,,2461M67P01,LEAP A/C,,,2461M67P01,Alcoa,,,,1=1,Seamless Ring,15-5 PH,OD 11.600 +/- .08 X ID 6.340+/- .08 X  L 2.620+/- .08 H1025 condition per AMS 2759/3,,,,,,,,
UEC Poland,60792,,2461M68P01,,,,2461M68P01,Alcoa,Fontana,,,1=1,Seamless Ring,Inconel 718,FTP .60'' min over OD 11.108 X ID 6.200 X  LG 1.265,,,,,,,,
UEC Poland,60792,,2474M11P01,,,,2514M82P01,Alcoa,Rochester,,,1=24,Seamless Ring,Rene 41,0,,,,,,,,
UEC Poland,60792,,2482M28P02,LEAP A/C,,,2482M28P02,PCC,MTTP,,,1=56,Flash Welded Ring,Rene 41,ID: 16.030 +/-.040 OD: 17.170 REF Wall: .570 +.120/-0.0 Height: 3.130 +.210/-0.0,,,,,,,,
UEC Poland,60792,,2482M28P03,,,,2482M28P02,PCC,MTTP,,,1=56,Flash Welded Ring,Rene 41,ID: 16.030 +/-.040 OD: 17.170 REF Wall: .570 +.120/-0.0 Height: 3.130 +.210/-0.0,,,,,,,,
UEC Poland,60792,,2521M30P01,,,,2521M30P01,Alcoa,Rochester,,,1=1,Seamless Ring,Rene 41,"ID: 15.625 +/-.040 OD: 16.595 REF Wall: .485 +.120,  Height: 3.900 +.06",,,,,,,,
UEC Poland,60792,,2521M31P01,,,,2521M31P01,Alcoa,Rochester,,,1=1,Seamless Ring,Rene 41,"ID: 25.750 +/-.040 OD: 26.870 REF Wall: .560 +.120,  Height: 4.200 +.06",,,,,,,,
UEC Poland,60792,,2542M81P02,Leap-1B,,,2542M81P01,Alcoa,Suzhou,,,1=1,Seamless Ring,15-5 PH,"OD 6.620 + .600 , ID 4.11 - ,600 Height 1.970 + 0.600 AGE HEAT TREAT TO THE H1025 PER AMS 2759/3",,,,,,,,
UEC Poland,60792,,2542M95G01,,,,4013737-346P01,Alcoa,Fontana,,,1=1,Seamless Ring,Inconel 718,OD 11.61 +.75  ID 6.06 -.75 Lenght 2.13 +.75,,,,,,,,
UEC Poland,60792,,2618M93P01,,,,2101M19P01MR12,PCC,MTTP,,,1=7=74,Flash Welded Ring,Rene 41,"ID 33.75+/-.050 OD 34.8 REF Wall 0.525+.120/-0.0 Height 4.96+.250/-0.0, B50TF75 CLE",,,,,,,,
UEC Poland,60792,,5099T14P01,CF34 ,,,5099T14P01MR7,PCC,MTTP,,,1=8=17,Flash Welded Ring,Rene 41,ID: 20.160 +/-.060 OD: 20.970 REF Wall: .405 +.120/-0.0 Height: 2.700 +.180/-0.0,,,,,,,,
UEC Poland,60792,,5121T24P01,CF34 ,,,5121T24P01MR6,PCC,MTTP,,,1=7=23,Flash Welded Ring,Rene 41,ID: 19.520 +/-.050 OD: 20.330 REF Wall: .405 +.120/-0.0  Height:2.700 +.180/-0.0,,,,,,,,
UEC Poland,60792,,9374M75G04,CF6,,,9374M75G04MR8,PCC,MTTP,,,1=9=27,Flash Welded Ring,Rene 41,ID 34.76+/-.050 OD 35.67 REF Wall 0.455+.120/-0.0 Height 3.65+.210/-0.0,,,,,,,,
Barmes Aerospace,96140,Current,1685M34P04,GE90-94B,n/a,,4013428-297P01,Alcoa,Rochester," $1,382.00 "," $1,382.00 ",1,Seamless Ring,IN718,na,na,,,,,,,
Barmes Aerospace,96140,Current,1685M97P04,GE90-94B,,,17A190-045P01,Alcoa,Fontana," $3,244.00 "," $3,244.00 ",1,Seamless Ring,B50TF95,    STARTING FORGING STOCK NOT TO EXCEED 10.00 INCHES,"Machine, Age Heat Treat",,,,,,,
Barmes Aerospace,96140,Current,1686M87P02,GE90-94B,n/a,,1972D01,PCC,Carlton," $6,656.00 "," $6,656.00 ",1,Seamless Ring,AMS4928,25.550 OD x 18.464 ID x 2.580 OAL,na,,,,,,,
Barmes Aerospace,96140,Current,1687M34G08,GE90-94B,n/a,,1974D01,Alcoa,Rochester," $2,067.00 ", $689.00 ,0.333,Seamless Ring,AMS4928,FINISH DIM'S 10.650 O.D. X 9.914 I.D. X 1.01 OA/ START DIM'S 11.150 O.D. X 9.400 I.D. X 3.700 OAH(1 SLEEVE = 3 RINGS)    ,na,,,,,,,
Barmes Aerospace,96140,,1687M34G08,GE90-94B,n/a,,1974D02,Alcoa,Fontana, $192.00 , $192.00 ,1,Seamless Ring,AMS 5630,FINISH DIM'S 10.455 O.D. X 10.08 I.D. X 1.760 OAHSTART DIM'S 10.700 O.D. X 9.830 I.D. X 2.010 OAH ,"H/T: AUSTENITIZE, QUENCH AND TEMPER TO HARDNESS ",,,,,,,
Barmes Aerospace,96140,Current,1694M99G04,GE90-94B,n/a,,1506D15,Alcoa,Fontana, $335.00 , $335.00 ,1,Seamless Ring,IN718,FORGED RING PURCHASE COMPLETE TO FMI DWG # 8391,na,,,,,,,
Barmes Aerospace,96140,Current,1694M99G04,GE90-94B,n/a,,1506D14,PCC,Carlton, $698.00 , $698.00 ,1,Seamless Ring,IN718,17.59 O.D. x 16.05 I.D. x 1.92 OA,NA,,,,,,,
Barmes Aerospace,96140,Current,1709M50P03,GE90-94B,n/a,,1552D01,Alcoa,Rochester, $352.00 , $352.00 ,1,Seamless Ring,IN718,8.620 MIN O.D. X 7.570 MAX I.D. X 1.895 MIN ,NA,,,,,,,
Barmes Aerospace,96140,Current,1710M83P05,GE90-94B,n/a,,4013431-251P02,Wyman Gordon,Houston," $6,003.00 "," $6,003.00 ",1,flash welded ring,IN718,nA,nA,,,,,,,
Barmes Aerospace,96140,Current,1804M16P04,GE90-COMMON,n/a,,1347D01,PCC,MTTP, $551.82 ," $6,070.00 ",0.000699,flash welded ring,RENE 41,)FINISH DIM'S 31.552 O.D. x 30.632 I.D. x .281 OA/START DIM'S 31.560 O.D. x 30.630 I.D. x 4.965 OAH,1 SLEEVE MAKES 11 RINGS.,,,,,,,
Barmes Aerospace,96140,Current,1804M18P03,GE90-94B,n/a,,1348D01,PCC,MTTP," $1,435.40 "," $14,354.00 ",0.09,flash welded ring,RENE 41,NA,nA,,,,,,,
Barmes Aerospace,96140,Current,1805M10P05,GE90-94B,n/a,,4013437-210P01,PCC,MTTP," $5,667.13 "," $5,667.13 ",1,flash welded ring,IN718,NA,nA,,,,,,,
Barmes Aerospace,96140,Current,1805M11P03,GE90-94B,n/a,,R0501-002B,PCC,Carlton," $2,985.00 "," $2,985.00 ",1,Seamless Ring,IN718,NA,NA,,,,,,,
Barmes Aerospace,96140,Current,1839M42P01,GE90-COMMON,n/a,,1603d01,PCC,MTTP, $543.47 ," $6,521.63 ",0.00694,flash welded ring,RENE 41,FINISH DIM'S 41.082 O.D. x 40.032 I.D. x .305 OAHSTART DIM'S 41.437 O.D. x 39.657 I.D. x 4.750 OAH(1 SLEEVE MAKES 11 RINGS.)(1 RING MAKES 12 PARTS.)(1 SLEEVE MAKES 132 SEGMENTS,NA,,,,,,,
Barmes Aerospace,96140,Current,1840M47P01,GE90-94B,n/a,,1607D01,PCC,MTTP," $16,290.00 "," $16,290.00 ",1,flash welded ring,RENE 41,FINISH DIM'S 43.25 OD x 40.35 ID x .260 OAH TO PROTECTED BYREFERENCE START DIM'S 43.625 O.D. x 40.000 I.D. x 5.750 OAH(1) SLEEVE MAKES (14) RINGS,NA,,,,,,,
Barmes Aerospace,96140,Current,1840M79P01,GE90-COMMON,n/a,,1731D01,PCC,MTTP, $484.35 ," $5,812.25 ",0.0139,flash welded ring,RENE 41,FINISH SIZE OF46.592 O.D.X 45.692 I.D.X 4.075.,13)IF COLD WORKING IS DONE ON FORGINGS SUPPLIER MUST PERFORM ATHERMAL PROCESS AFTER SUCH COLD WORKING.,,,,,,,
Barmes Aerospace,96140,Current,1841M41P01,GE90-94B,n/a,,1739D01,Alcoa,Fontana, $181.02 ," $4,344.48 ",0.00595,Seamless Ring,RENE 41,FINISH DIM'S 42.550 O.D. x 41.950 I.D. x .420 OAHSTART DIM'S 43.250 O.D. x 41.250 I.D. x 4.35 OA,NA,,,,,,,
Barmes Aerospace,96140,Current,1962M76P03,GE90-115B,n/a,,2298D01,Alcoa,Rochester, $325.00 , $325.00 ,1,Seamless Ring,AMS5643,"10.67"" OD X 7.17"" ID X 1.98"" OAH",HEAT TREATED TO H-1150 PER AMS2759,,,,,,,
Barmes Aerospace,96140,Current,1962M78G02,GE90-115B,n/a,,1506D15,Alcoa,Fontana, $335.00 , $335.00 ,1,Seamless Ring,INC718,nA,1506D15,,,,,,,
Barmes Aerospace,96140,Current,,GE90-115B,n/a,,1506D14,PCC,Carlton, $698.00 , $698.00 ,1,Seamless Ring,INC718,17.59 O.D. x 16.05 I.D. x 1.92 OAH.075 MINIMUM STOCK,Heat Treat. ,,,,,,,
Barmes Aerospace,96140,Current,1963M10P02,GE90-115B,n/a,,2437D01,Alcoa,Rancho Cucamonga," $2,244.00 "," $2,244.00 ",1,Seamless Ring,AMS4928,ORGE TO PROTECT: 25.100 OD x 19.665 ID x 2.345 OA,NA,,,,,,,
Barmes Aerospace,96140,Current,1963M50P01,GE90-115B,n/a,,2337FR01,PCC,MTTP," $1,283.56 "," $1,283.56 ",1,flash welded ring,AmS5666 (INC 625), 20.100 ID X 1.610 WL X .942 HEIGHT ,NA,,,,,,,
Barmes Aerospace,96140,Current,2004M23P01,GE90-94B,n/a,,1963D01,Alcoa,Fontana, $640.85 ," $12,817.00 ",0.05,Seamless Ring,AMS4928,)FINISH DIM'S 68.005 OD X 66.247 ID X 1.330 OAHSTART DIM'S 68.430 OD X 65.810 ID X 6.560 OAH(1 SLEEVE MAKES 4 RINGS)(1 RING MAKES 5 SEGMENTS)(1 SLEEVE MAKES 20 SEGMENTS),NA,,,,,,,
Barmes Aerospace,96140,Current,2043M92G01,2043M92G01,n/a,,F0198058B Carlton's blueprint #,PCC,Carlton, $197.03 ," $7,093.00 ",36,Seamless Ring,AMS4928,NA,NA,,,,,,,
Barmes Aerospace,96140,Current,2469M35P01,GE90-115B,n/a,,17A190-045P02,Alcoa,Fontana," $1,858.00 "," $1,858.00 ",1,Seamless Ring,B50TF95 ,Forging stock dimension shall not exceed 8.0 inches ,Heat Treat ,,,,,,,
Barmes Aerospace,96140,Current,2303M26G04,GENX,n/a,,2868FRO1/ FRO2,Alcoa,Rochester," $13,176.79 "," $13,176.79 ",1,Seamless Ring,B50TF279 ,25.000 O.D. X 20.620 ID X 1.168 min height,NA,,,,,,,
Barmes Aerospace,96140,Current,6083T13G05,CFE738,n/a,,4088T50P03,Alcoa,Rochester," $1,461.44 "," $7,307.20 ",5,Seamless Ring,NICKEL,With Radius 7.229 - 7.234 - restrained to size,NA,,,,,9.25,,
Barmes Aerospace,96140,Current,9299M76P05,CF6-80A,n/a,,3107D02,PCC,MTTP, $80.46 , $804.62 ,0.1,flash welded ring, B50TF15 CL-B,11.980 O.D. X 11.420 I.D. X 4.390 HEIGHT,NA,,,,,,,
Barmes Aerospace,96140,Current,9299M76P08,GP7200,n/a,,2743D02,PCC,MTTP, $109.75 ," $1,097.50 ",0.1,flash welded ring,B50TF15 CL-B," 10.680"" OD x 10.085"" ID x 4.390"" MIN",NA,,,,,,,
Barmes Aerospace,96140,Current,L47547G01,LM2500,n/a,,2255D01,Alcoa,Rochester, $471.00 , $471.00 ,1,Seamless Ring,AMS5643,O.D. 12.340 I.D. 8.770 O/A,"MUST BE AGE HEAT TREATED AT 1150 DEG.F +/-10 DEG.FFOR 4 HOURS +/-15 MIN, AIR COOLTO PROTECT:",,,,,,,
Barmes Aerospace,96140,Current,L50609P01,LM2500,n/a,,2502D04,Alcoa,Rochester, $664.00 , $664.00 ,1,Seamless Ring,AMS5643,32.78 O.D. X 31.40 I.D. X 3.40,HEAT TREATED TO H1150,,,,,,,
AIDC,4398,,2631M03G01,GE9X,,,2614M22P03,Alcoa,, N/A ,,,,M152,34.764x1.745x3.724IN,,,,,,,,
AIDC,4398,,2616M78G01,"CFM56-5C,-7",,,2616M78P01F,Alcoa,Rochester, N/A ,,,,A286,5.189x0.2595x2.405IN,,,,,,,,
AIDC,4398,,2616M78G01,"CFM56-5C,-7",,,2616M78P03F,Alcoa,, N/A ,,,,A286,6.75x1.125x9IN,,,,,,,,
AIDC,4398,,2264M30G01,GENX,,,2631M03P01F,Alcoa,Rochester, $156.22 , $156.22 ,1,,INCO 718,7.66x0.63x1.95IN,,,,,,,,
AIDC,4398,,2264M30G01,GENX,,,2631M03P02F,Alcoa,Rochester, N/A ,,,,INCO 718,7.52x0.49x1.3IN,,,,,,,,
AIDC,4398,,2621M72G01,LEAP-1 B,,,2698M13P01,Alcoa,Rancho Cucamonga, N/A ,,,,,,,,,,,,,
AIDC,4398,,2548M30G01,LEAP-1 B,,,2698M14P01,Alcoa,Rancho Cucamonga, N/A ,,,,,,,,,,,,,
AIDC,4398,,1559M40G03,CFM56-5,,,4013382-212P03,Alcoa,Rancho Cucamonga," $4,750.11 "," $4,750.11 ",1,,INCO 909,,,,,,,,,
AIDC,4398,,1994M63G03,GP7200,,,4013537-160P01,Alcoa,Rancho Cucamonga, N/A ,,,,WASPALOY,,,,,,,,,
AIDC,4398,,1940T77G03,CT7-8,,,5086T90P01,PCC,Mcwilliams, N/A ,,,,RENE 88DT,,,,,,,,,
AIDC,4398,,9514M54G05,"CFM56-5C,-7",,,9514M54P03F,Alcoa,, $219.84 , $219.84 ,1,,TI 6-4,,,,,,,,,
AIDC,4398,,1804M44P03,GE90-115B,,,9650HH18399,PCC,Carlton, N/A ,,,,RENE 41,31.3x28x7.5IN,,,,,,,,
AIDC,4398,,9514M54G05,"CFM56-5C,-7",,,9650HH22473,Alcoa,, $219.84 , $219.84 ,1,,TI6-4,,,,,,,,,
AIDC,4398,,6078T41G01,CF34-3,,,9650HH30620,Alcoa,, N/A ,,,,INC0 600,9x0.875x0.75IN,,,,,,,,
AIDC,4398,,6047T69G03,CF34-3 ,,,9650HH34262,PCC,Carlton, N/A ,,,,17-4PH,11.75x8x1.65IN,,,,,,,,
AIDC,4398,,5123T59G05,CT7-8,,,9650HH34829,Alcoa,Rochester," $2,727.17 "," $2,727.17 ",1,,410SS,10.7x0.5x3.5IN,,,,,,,,
AIDC,4398,,5123T59G05,CT7-8,,,9650HH34830,Alcoa,Rochester, N/A ,,,,410SS,9.5x7.8x1.25IN,,,,,,,,
AIDC,4398,,L56715G01,LM100,,,9650HH36540,PCC,MTTP, N/A ,,,,INC0 718,,,,,,,32.5,,
AIDC,4398,,2082M79G07,GE90-115B,,,9650HH38127,Alcoa,Rochester, N/A ,,,,INCO 909,,,,,,,,,
AIDC,4398,,1814M24G01,CF6-80,,,9650HH42150,Alcoa,, N/A ,,,,INCO 718,,,,,,,,,
AIDC,4398,,1583M29G02,CF6-80E,,,9650HH49768,Alcoa,, N/A ,,,,INCO 718,10.625x10.25x1.75EA,,,,,,,,
AIDC,4398,,2324M32G01,GENX,,,9650HH56834,Alcoa,Rochester, N/A ,,,,17-4PH,21x18.2x0.14IN,,,,,,,,
AIDC,4398,,4013706-619G01AA,LEAPX ,,,9650HH58317,Alcoa,, N/A ,,,,JETM152,,,,,,,,,
AIDC,4398,,1865M35G01,GE90-115B,,,9650HH59959,Alcoa,, N/A ,,,,INCO 718,7.49x0.44x1.17IN,,,,,,,,
AIDC,4398,,1865M35G01,GE90-115B,,,9650HH59959G,GATD,GATD, N/A ,,,,INCO 718,7.874x0.7875x3.031IN,,,,,,,,
AIDC,4398,,1865M35G01,GE90-115B,,,9650HH59960G,GATD,GATD, N/A ,,,,INCO 718,7.992x0.8465x2.165IN,,,,,,,,
AIDC,4398,,2087M42G01,GP7200,,,9650HH59961,Alcoa,, $375.82 , $375.82 ,1,,INCO 718,6.71x0.34x1.16IN,,,,,,,,
AIDC,4398,,2264M30G01,GENX,,,9650HH59963G,GATD,GATD, N/A ,,,,INCO 718,6.732x0.669x1.417IN,,,,,,,,
AIDC,4398,,2264M30G01,GENX,,,9650HH59964G,GATD,GATD, N/A ,,,,INCO 718,6.89x0.768x2.126IN,,,,,,,,
AIDC,4398,,9514M54G05,"CFM56-5C,-7",,,9650HH63584,Alcoa,, $219.84 , $219.84 ,1,,TI 6-4,5.25x0.375x2.55IN,,,,,,,,
AIDC,4398,,9514M54G05,"CFM56-5C,-7",,,9650HH63608,Alcoa,, N/A ,,,,TI 6-4,6.75x1.125x2.75IN,,,,,,,,
AIDC,4398,,2560M70G02,Passport 20,,,9650HH64700,Alcoa,, N/A ,,,,JETM152,17.191x0.309x1.479,,,,,,,,
AIDC,4398,,2552M41G04,LEAP-1B,,,9650HH65109,Alcoa,, N/A ,,,,M152,19.42x0.4x1.58IN,,,,,,,,
AIDC,4398,,2552M51G05,LEAP-1B,,,9650HH66130,Alcoa,, N/A ,,,,INCO 718,20.38x0.815x6IN,,,,,,,,
AIDC,4398,,2471M64G01,LEAP-1 C,,,9650HH69495,Alcoa,Rochester, N/A ,,,,INCO 718,,,,,,,,,
AIDC,4398,,2471M64G01,LEAP-1 C,,,9650HH69496,Alcoa,Rochester, N/A ,,,,INCO 718,4.8x0.6x1.35IN,,,,,,,,
Avitron Pte Ltd,28366,Current,1559M40G03,CFM56,-,1,4013382-212P04,Alcoa,Rancho Cucamonga," $4,750.11 "," $4,750.11 ",1,FORGING,Inco 909,PER GE-ISSUED DRAWING,,,,,,,,
Avitron Pte Ltd,28366,Current,L44649G03,LM6000,-,1,C0389-001B,Alcoa,Rancho Cucamonga," $6,082.97 "," $6,082.97 ",1,FORGING,AL 6061-T6,PER GE-ISSUED DRAWING,,,,,,,,
Avitron Pte Ltd,28366,Current,L44650G01,LM6000,-,1,36609RM,Alcoa,Rancho Cucamonga," $2,398.42 "," $2,398.42 ",1,FORGING,321 S/S,PER GE-ISSUED DRAWING,,,,,,,,
Avitron Pte Ltd,28366,Newly Awarded,2468M78G05,LEAP-1A/C,-,1,2468M78G05.002R,Alcoa,Suzhou," $4,539.00 "," $4,539.00 ",1,FORGING,Inco 718,"FORGE TO PROTECT OD 25.108�, ID 19.971�, Height 4.727�",,,,,,,,
Avitron Pte Ltd,28366,Newly Awarded,2552M42G05,LEAP-1B,-,1,2552M42G05.002C,Frisa,Frisa," $4,713.00 "," $4,713.00 ",1,FORGING,Inco 718,"FORGE TO PROTECT OD 24.487�, ID 19.328�, Height 4.627�",,,,,,,,
EGAT,57635,Current,1685M31P02,GE90,NA,NA,1685M31P02,Alcoa,Suzhou, $297.00 , $891.00 ,3,Forging Ring,IN718,1685M31P02,HT,,,,,,,
EGAP,64226,Newly,1853M92G02,CF6,NA,NA,1853M92P01,Alcoa,n/a, $82.72 , $165.44 ,2,Seamless Ring,"Steel, Corrosion-Resistant",1853M92P01,Heat Treat (Age to the H1075 condition),,,,,,,
EGAT,57635,Current,1963M20P01,GE90,NA,NA,1963M20P01,Alcoa,Rochester, $120.52 , $120.52 ,1,Forging Ring,AMS5663,1963M20P01,HT,,,,,,,
EGAP,64226,Newly,2243M35G02,LEAP,NA,NA,2243M35P03,PCC,MTTP, $270.00 , $270.00 ,1,Forging Ring,Inconel HX,2243M35P03,AMS 5754,,,,,,,
EGAP,64226,Newly,2243M35G02,,NA,NA,2243M35P07,PCC,MTTP, $310.00 , $310.00 ,1,Forging Ring,Inconel HX,2243M35P07,AMS 5754,,,,,,,
EGAT,57635,Current,2302M47P01,GENX,NA,NA,B50TF15-R0750060,Alcoa,Suzhou, $85.40 , $427.00 ,5,Forging,INCO718,B50TF15-R0750060,NA,,,,,,,
EGAT,57635,Current,2305M49P01,GENX,NA,NA,C50TF37-R0770210,PCC,Carlton, $486.29 , $972.58 ,2, Forging ring,INCO718,C50TF37-R0770210,"C50TF37 CL-D A) EXCEPT ULTRASONIC INSPECTION NOT REQUIRED B) ETCH capability guaranteed but not performed",,,,,,,
EGAT,57635,Current,2410M52P01,LM5000/LM6000,NA,NA,F1427-1A,Welded Ring Products,WRP, $77.78 , $77.78 ,1,Forging,INCO718,F1427-1A,NA,,,,,23.13,,
EGAT,57635,Newly,2410M52P01,LM5000/LM6000,NA,NA,2410M52P01,Welded Ring Products,WRP, $97.78 , $97.78 ,1,Forging,INCO718,2410M52P01,NA,,,,,23.13,,
EGAT,57635,Current,2468M49P01,LAEP A/C,NA,NA,2468M49P01,Alcoa,Rochester, $316.00 , $316.00 ,1, Forging ring,INCO718,2468M49P01,NA,,,,,,,
