ID,Part Number,Nomenclature ,QPA,QPE,GE NEG,Finished Part Supplier ,Engine Program,Engine Model,2015 QTY,Part Type,RM-Type,R/M Supplier,Plant,Yield ,Billet Diameter,Weight,Weight Type,Alloy,Spec,Flash Welding Permitted?,"Extend, Remove, or Negotiate?", R/M Unit Price 2014 , R/M Unit Price 2015 ,PO Amended  Y/N?, 2015 RM Delta , 2015 Material Deflation , 2015 Material Extended Value ,Machine Part Comments,NPI  - Leap/PP,Chip Revert  Part?,Alloy Family
674,2555M49G04,SUPPORT NOZZLE,,,Yes,29801-Xian Aero,Leap-1A/C,,0,4013725-383P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,GTD222,B50TF279 CL-C,,," $7,270.00 "," $7,270.00 ",Yes, $-   , $-   , $-   ,No Amendment Made - Material details: TBD - Forgings team holding hotel bid Q1 2015 (Katie Shaw),,"Check with Mark - depends on alloy (Ti: No, Inco718: Yes)",0
675,2555M49G04,SUPPORT NOZZLE,,,Yes,29801-Xian Aero,Leap-1A/C,,0,4013725-384P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,GTD222,B50TF279 CL-C,,," $2,809.00 "," $2,809.00 ",Yes, $-   , $-   , $-   ,No Amendment Made - Material details: TBD - Forgings team holding hotel bid Q1 2015 (Katie Shaw),,"Check with Mark - depends on alloy (Ti: No, Inco718: Yes)",0
676,4006M57G01,"MANUF KIT-LM6000 SEAL, ROT-AIR",,,Yes,29801-Xian Aero,LM6000,,9,F0101-331B,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $3,806.35 "," $3,730.23 ",Yes, $(76.12), $(76.12), $(513.81),,,No,0
677,6071T03G07,"SEAL, BALANCE PISTON-OUTER",1,1,Yes,29801-Xian Aero,CT7,,0,F1191-3,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,, $224.84 , $220.34 ,Yes, $(4.50), $(4.50), $-   ,,,No,0
678,9081M45P05,STG 2 DISK,1,1,Yes,29801-Xian Aero,LM5000,,0,L38379P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $10,556.00 "," $10,212.15 ",Yes, $(343.85), $(343.85), $-   ,,,No,0
679,9686M60G33,C/R CDP SEAL,1,1,Yes,29801-Xian Aero,LM2500,,60,4013077-388P05,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $3,909.92 "," $3,831.72 ",Yes, $(78.20), $(78.20)," $(3,519.00)",,,No,0
680,9686M60G33,C/R CDP SEAL,1,1,Yes,29801-Xian Aero,LM2500,,60,4013077-932P06,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $2,208.57 "," $2,164.40 ",Yes, $(44.17), $(44.17)," $(1,987.65)",,,No,0
681,9686M61P17,SEAL,1,1,Yes,29801-Xian Aero,LM2500,,0,4013077-388P05,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $3,909.92 "," $3,831.72 ",Yes, $(78.20), $(78.20), $-   ,,,No,0
682,9693M02P04,"SEAL,ROT,VENT4B",1,1,Yes,29801-Xian Aero,LM2500,,252,4013382-804P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $1,170.23 "," $1,146.83 ",Yes, $(23.40), $(23.40)," $(4,422.60)",,,No,0
683,L47064P01,"CASE,COMB AFT",1,1,Yes,29801-Xian Aero,LM6000,,32,4013522-264P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $10,433.84 "," $10,225.16 ",Yes, $(208.68), $(208.68)," $(5,008.32)",,,No,0
684,L47064P04,"AFT CASE, CRF",1,1,Yes,29801-Xian Aero,LM6000,,1,4013522-264P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $10,433.84 "," $10,225.16 ",Yes, $(208.68), $(208.68), $(156.51),,,No,0
685,L47809P02,"SEAL, LPTR S2",1,1,Yes,29801-Xian Aero,LM2500,,2,4013382-969P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $2,311.00 "," $2,265.03 ",Yes, $(45.97), $(45.97), $(68.95),,,No,0
686,L47832P01,"HOUSING, OUTER SEAL",1,1,Yes,29801-Xian Aero,LM6000,,55,4013522-266P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,, $894.00 , $876.17 ,Yes, $(17.83), $(17.83), $(735.49),,,No,0
687,L50645P01,"SEAL, STG 3",1,1,Yes,29801-Xian Aero,LM2500,,0,4013201-813P02,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,8,123.0,Yielded,718,B50TF15,,," $2,893.71 "," $2,835.84 ",Yes, $(57.87), $(57.87), $-   ,,,No,Ni
688,1292M32P02,"SEAL, AIR-AFT",1,1,Yes,58714-FAST,CF6-80/LM6000,,0,1292M32P02,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $1,088.79 "," $1,067.02 ",Yes, $(21.77), $(21.77), $-   ,,,N/A,0
689,2042M10G02,HOUSING -SUPPORT,1,1,Yes,58714-FAST,GP7200,,126,2123M29P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $1,235.00 "," $1,235.00 ",Yes, $-   , $-   , $-   ,Working with Katie and FAST to negotiate raw material - amending PA as flat pricing until finalized,,N/A,0
690,2082M19G04,"CASE, COMBUSTOR",1,1,Yes,58714-FAST,GE90,,96,4013471-531P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $37,367.78 "," $36,620.42 ",Yes, $(747.36), $(747.36)," $(53,809.92)",,,N/A,0
691,2370M25P01,"HOUSING, NO. 2 BEARING",1,1,Yes,58714-FAST,Genx,,136,4013510-100P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,10,145.0,Yielded,Ti 6-4,AMS 4928,,," $8,030.52 "," $7,869.91 ",Yes, $(160.61), $(160.61)," $(16,382.22)",,,N/A,Ti
692,2460M70G01,CDN CASE,1,1,Yes,58714-FAST,PP20,,0,4013522-553P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $12,805.00 "," $12,805.00 ",Yes, $-   , $-   , $-   ,No Amendment Made - Material remains flat - Forging team working NNS LTA's Q3 2015 (Katie Shaw),,N/A,0
693,2460M70G02,COMBUSTOR CASE,1,1,Yes,58714-FAST,PP20,,5,4013522-553P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $12,805.00 "," $12,805.00 ",Yes, $-   , $-   , $-   ,No Amendment Made - Material remains flat - Forging team working NNS LTA's Q3 2015 (Katie Shaw),,N/A,0
694,L56877G03,"PANEL,LINER,OTR",1,10,Yes,58714-FAST,LMS100,,108,4013542-801P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=14,0,0,0,0,0,,," $3,438.00 "," $3,369.66 ",Yes, $(68.34), $(68.34)," $(5,535.54)",,,N/A,0
695,L56878G02,INNER PANEL,1,10,Yes,58714-FAST,LMS100,,104,4013542-802P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=16,0,0,0,0,0,,," $3,008.00 "," $2,948.29 ",Yes, $(59.71), $(59.71)," $(4,657.38)",,,N/A,0
696,L56878G03,"LINER, INNER",1,10,Yes,58714-FAST,LMS110,,0,4013542-802P02,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=16,0,0,0,0,0,,," $3,008.00 "," $2,948.29 ",Yes, $(59.71), $(59.71), $-   ,,,N/A,0
697,L61427P01,NUT,1,1,Yes,58714-FAST,,,0,L61427P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,, $691.00 ,,No, $-   , $-   , $-   ,Working with Katie and FAST to negoitate raw material,,N/A,0
698,L61437P01,COUPLING NUT,1,1,Yes,58714-FAST,,,0,L61437P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,, $626.00 ,,No, $-   , $-   , $-   ,Working with Katie and FAST to negoitate raw material,,N/A,0
699,17A190-048G01,BEARING HOUSING NO. 1 & 2,,,Yes,76962-Samsung,CF34,,0,9511S2001493,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,, $245.20 , $240.30 ,Yes, $(4.90), $(4.90), $-   ,Complete - No open POs,,,0
700,17A190-048G03,SUPPORT SUMP AIR SEAL,,,Yes,76962-Samsung,CF34,,56,9511S2001493,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,, $245.20 , $240.30 ,Yes, $(4.90), $(4.90), $(205.80),Complete 9SJ04602,,,0
701,2070M47G05,COMBUSTOR CASE,1,1,Yes,76962-Samsung,CF34,,79,4013522-312P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $1,359.00 "," $1,332.00 ",Yes, $(27.00), $(27.00)," $(1,599.75)",Complete 9SQ08044,,,0
702,2070M47G05,COMBUSTOR CASE,1,1,Yes,76962-Samsung,CF34,,79,4013522-313P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $4,834.75 "," $4,738.06 ",Yes, $(96.69), $(96.69)," $(5,728.88)",Complete 9SQ08044,,,0
703,3063T81G01,COMBUSTOR CASE,1,1,Yes,76962-Samsung,CF34-3,,0,9511S2001455,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=2,6,46.0,Yielded,718,B50TF15,,, $429.77 , $421.17 ,Yes, $(8.59), $(8.59), $-   ,No demand. No open PO's. Appears obsolete.,,,Ni
704,3063T81G01,COMBUSTOR CASE,1,1,Yes,76962-Samsung,CF34-3,,0,9511S2001456,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=2,6,46.0,Yielded,718,B50TF15,,, $363.00 , $356.11 ,Yes, $(6.89), $(6.89), $-   ,No demand. No open PO's. Appears obsolete.,,,Ni
705,3063T82G01,COMBUSTOR CASE,1,1,Yes,76962-Samsung,CF34-3,,58,9511S2001455,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=2,0,0,0,0,0,,, $438.54 , $421.17 ,Yes, $(17.37), $(17.37), $(755.38),Complete: 9SJ04604 - Note change based off RFQ starting price from 2013,,,0
706,3063T82G01,COMBUSTOR CASE,1,1,Yes,76962-Samsung,CF34-3,,58,9511S2001456,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=2,0,0,0,0,0,,, $370.79 , $356.11 ,Yes, $(14.68), $(14.68), $(638.58),Complete: 9SJ04604 - Note change based off RFQ starting price from 2013,,,0
707,L44633G02,STATIONARY SEAL,1,1,Yes,76962-Samsung,LM2500,,0,9511S2001432,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,, $816.00 , $816.00 ,Yes, $-   , $-   , $-   ,No longer a Samsung part. PO Closed.,,,0
708,1782M21P01,SEAL AIR VENT,1,1,Yes,24185-Liming,,,156,1782M21P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,, $866.61 , $866.61 ,Yes, $-   , $-   , $-   ,Assume flat pricng until new negotiated price is confirmed. - Working with Katie Shaw to add to LTA list,,,0
709,17A148-735P01,INNER AFT RING,,,Yes,24185-Liming,CFM56-5/-7,,974,17A148-735P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=7,0,28.5,Bar,L-605,0,,, $474.97 , $465.47 ,Yes, $(9.50), $(9.50)," $(6,939.75)",,,,0
710,1804M44P03,"SEAL, INNER AFT(GE90)",3,3,Yes,24185-Liming,,,682,1804M44PP03,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=60,0,0,0,0,0,,, $294.67 , $277.97 ,Yes, $(16.70), $(16.70)," $(8,543.76)",Raw Material adjustment not made in 2014.  Made 2014 and 2015 raw material adjustements.  71 pieces in 2014.  addiotnal $710 in defaltion for 2014,,,0
711,1963M17P01,"NUT,PL,RND-OTR",1,1,Yes,24185-Liming,GE90,,150,1963M17P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=3,0,0,0,0,0,,, $511.94 , $501.70 ,Yes, $(10.24), $(10.24)," $(1,152.00)",,,,0
712,1963M30G01,"COV,SUMP-#5 BRG",1,1,Yes,24185-Liming,GE90,,183,4013522-346P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $3,505.39 "," $3,418.80 ",Yes, $(86.59), $(86.59)," $(11,884.48)",,,,0
713,2082M18G02,GE90 HPT CASE,1,1,Yes,24185-Liming,,,0,4013431-062P04,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $18,724.00 "," $18,349.25 ",Yes, $(374.75), $(374.75), $-   ,,,,0
714,2480M91G01,P20 SPINNER CONE ASSY,1,1,Yes,24185-Liming,PP20,,11,2475M27P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $2,331.00 "," $2,331.00 ",Yes, $-   , $-   , $-   ,No Amendment Made - Material remains flat - Forging team working NNS LTA's Q3 2015 (Katie Shaw),,,0
715,9365M24P02,HPT S1 RETAINER:,1,1,Yes,24185-Liming,LM6000,,59,4013083-508P04,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=4,12,67.5,Yielded,718R,C50TF37,,," $1,317.84 "," $1,291.48 ",Yes, $(26.36), $(26.36)," $(1,166.43)",Need pricing for carlton part 178M21P01 on same po 90g08111. Updated 9SJ04223,,,Ni
716,9977014-067P01,GE90-115B CASE,,,Yes,24185-Liming,LM2500,,0,4013471-531P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $38,130.00 "," $36,620.42 ",Yes," $(1,509.58)"," $(1,509.58)", $-   ,,,,0
717,L44628G04,"SHRD, F/B IGV",1,1,Yes,24185-Liming,LM6000,,2,L44628G06IT2,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,, $195.63 , $191.72 ,Yes, $(3.91), $(3.91), $(5.86),No F59 on PO  90H01270. F59 Added.  Need to create a new Purchase Order. 2014 Raw material adjustement incorporated to PO.,,,0
718,L44628G04,"SHRD, F/B IGV",1,1,Yes,24185-Liming,LM6000,,2,L44628G06IT3,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,, $574.49 , $563.00 ,Yes, $(11.49), $(11.49), $(17.24),,,,0
719,L44628G06,"SHRD, F/B IGV",1,1,Yes,24185-Liming,LM6000,,41,L44628G06IT2,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,, $195.63 , $191.72 ,Yes, $(3.91), $(3.91), $(120.23),,,,0
720,L44628G06,"SHRD, F/B IGV",1,1,Yes,24185-Liming,LM6000,,41,L44628G06IT3,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,, $574.49 , $563.00 ,Yes, $(11.49), $(11.49), $(353.32),,,,0
721,2305M49P01,HPT COUPLING NUT,1,1,Yes,57635-EGAT,Genx,,260,2305M49P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=2,4.5,9.9,Yielded,718R,C50TF37,,, $506.34 , $496.21 ,Yes, $(10.13), $(10.13)," $(1,975.35)",,,,Ni
722,5036T93G03," L FLANGE ASS'Y",1,1,Yes,57635-EGAT,T700,,0,5036T93G03,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,, $174.38 , $170.90 ,No, $(3.48), $(3.48), $-   ,,,,0
723,1962M77P01,"SEAL, ROTB #5",1,1,Yes,58800-Liyang,GE90,,0,4013522-349P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $2,506.88 "," $2,456.75 ",No, $(50.13), $(50.13), $-   ,,,,0
724,9693M02P04,"SEAL,ROT,VENT4B",1,1,Yes,58800-Liyang,LM2500,,0,4013382-804P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $1,170.23 "," $1,146.83 ",Yes, $(23.40), $(23.40), $-   ,,,,0
725,L57301P01,"SEAL, NO 6 BRG",1,1,Yes,58800-Liyang,LM6000,,7,L57301P01X2F,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $1,861.57 "," $1,824.34 ",Yes, $(37.23), $(37.23), $(195.46),,,,0
726,1523M37P02,BOLT SHIELD,1,1,Yes,62094-Chaheng,CFM56-5/-7,,1702,1523M37P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=5,0,0,0,0,0,,, $405.07 , $396.97 ,Yes, $(8.10), $(8.10)," $(10,339.65)",,,,0
727,2401M49P01,"DIFFUSER, OGV,CFM56",1,1,Yes,62094-Chaheng,CFM56-5/-7,,0,1873M75,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $7,166.00 "," $7,166.00 ",Yes, $-   , $-   , $-   ,,,,0
728,4145T05G06,"FRAME, FAN-OGV",1,1,Yes,62094-Chaheng,CF34,,0,4126T26P06,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $2,099.00 "," $2,016.00 ",Yes, $(83.00), $(83.00), $-   ,,,,0
729,1784M71P01,FWD CASE,1,1,Yes,04398-AIDC AEF,CFM56-5/-7,,97,4013522-246P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $9,683.38 "," $9,490.39 ",Yes, $(192.99), $(192.99)," $(14,040.02)",,,,0
730,1784M71P02,FORWARD CASE,1,1,Yes,04398-AIDC AEF,CFM56-5/-7,,729,4013522-246P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $9,683.38 "," $9,490.39 ",Yes, $(192.99), $(192.99)," $(105,517.28)",,,,0
731,1784M91G13,COMBUSTION CASE,1,1,Yes,04398-AIDC AEF,CFM56-5/-7,,416,1873M75,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $13,600.00 "," $14,300.00 ",No,,,,,,,0
732,1784M91G13,COMBUSTION CASE,1,1,Yes,04398-AIDC AEF,CFM56-5/-7,,416,4013522-246P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $9,683.38 "," $9,490.39 ",Yes, $(192.99), $(192.99)," $(60,212.88)",,,,0
733,1804M44P03,"SEAL, INNER AFT(GE90)",3,3,Yes,04398-AIDC AEF,,,0,1804M44PP03,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=60,0,0,0,0,0,,, $283.63 , $277.97 ,No, $(5.67), $(5.67), $-   ,,,,0
734,2070M44G01,REAR COMPRESSOR CASE,1,1,Yes,04398-AIDC AEF,CF34,,68,4013522-318P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $3,612.28 "," $3,540.25 ",Yes, $(72.03), $(72.03)," $(3,673.53)",,,,0
735,2070M44G02,"CASE,COMPR STTR",1,1,Yes,04398-AIDC AEF,CF34,,11,4013522-318P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $3,612.28 "," $3,540.25 ",Yes, $(72.03), $(72.03), $(594.25),,,,0
736,2082M19G04,"CASE, COMBUSTOR",1,1,Yes,04398-AIDC AEF,GE90,,141,4013471-531P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $37,367.78 "," $36,620.42 ",Yes, $(747.36), $(747.36)," $(79,033.32)",,,,0
737,2552M51G04,WISHBONE,,,Yes,04398-AIDC AEF,Leap-1B,,0,4013725-338P02,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $7,380.00 ",,Yes, $-   , $-   , $-   ,Material details: TBD - Forgings team holding hotel bid Q1 2015 (Katie Shaw),,,0
738,9977014-067P01,GE90-115B CASE,,,Yes,04398-AIDC AEF,LM2500,,0,4013471-531P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $37,367.78 "," $36,620.42 ",No, $(747.36), $(747.36), $-   ,,,,0
739,L44573P01,SUMP CLOSURE,1,1,Yes,04398-AIDC AEF,LM6000,,58,9650HH20364,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,, $965.30 , $945.57 ,Yes, $(19.73), $(19.73), $(858.25),,,,0
740,1784M71P01,FWD CASE,1,1,Yes,28366-Avitron,CFM56-5/-7,,87,4013522-246P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $9,683.38 "," $9,490.39 ",Yes, $(192.99), $(192.99)," $(11,081.49)",,,,0
741,1784M71P02,FORWARD CASE,1,1,Yes,28366-Avitron,CFM56-5/-7,,42,4013522-246P01,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $9,683.38 "," $9,490.39 ",Yes, $(192.99), $(192.99)," $(5,349.68)",,,,0
742,4145T05G06,"FRAME, FAN-OGV",1,1,Yes,44553-SAM,CF34,,176,4126T26P06,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $2,099.00 "," $1,981.36 ",Yes, $(117.64), $(117.64)," $(13,665.06)",,,,0
743,6030T56G03,THRUST ASSBLY,1,1,Yes,44553-SAM,"CF34, TF34",,58,4028T43P02,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,," $1,578.00 "," $1,546.74 ",Yes, $(31.26), $(31.26)," $(1,196.63)",,,,0
744,6030T56G03,THRUST ASSBLY,1,1,Yes,44553-SAM,"CF34, TF34",,58,4028T65P02,Forging_Ring_Seamless_or_Welded_W,PCC,Carlton,1=1,0,0,0,0,0,,, $614.00 , $602.04 ,Yes, $(11.96), $(11.96), $(457.83),,,,0
745,2428M60G01,SUPPORT-CPRSR STTR,1,1,Yes,24185-Liming,CFM56-5/-7,,1684,4013522-239P03,Forging_Ring_Seamless_or_Welded_W,Welded_Ring,,1=1,0,83.27,83.27,INC 718,B50TF15 CL-D,,," $2,710.00 "," $2,710.00 ",Yes, $-   , $-   , $-   ,,,,0
746,9977014-078G01,SUPPORT S/A,0.5,,Yes,24185-Liming,LM2500,,0,4013522-239P03,Forging_Ring_Seamless_or_Welded_W,Welded_Ring,,1=1,0,83.27,83.27,INC 718,B50TF15 CL-D,,," $2,710.00 "," $2,710.00 ",Yes, $-   , $-   , $-   ,po CANCELED TO LIMING. Liming awarded 100% of the M60 which this part goes into.,,,0
747,2554M83P01,HEAT SHEILD,,,Yes,"62582-SATELLITE TOOL & MACHINE, INC           ",LEAP A/C,,20,4013739_983P01,Seamless,Firth_Rixson,Schlosser,1=1,0,0,0,0,0,,,  LEAP  ,  LEAP  ,NPI,#VALUE!,#VALUE!,#VALUE!,,Yes,,0
748,646C590P2,SEAL OUTER,1,1,Yes,49162-JET INDUSTRIES                          ,CF700,,150,646C590P2,Seamless,Firth_Rixson,Monroe,1=1,0,0,0,0,0,,, $280.00 , $280.00 ,Yes, $-   , $-   ," $42,000.00 ",,,,0
749,9977014-128G01,SHROUD SUPPORT KIT,1,1,Yes,81749-SPACE-CRAFT MANUFACTURING               ,0,,32,9977014-127P01,Seamless,Firth_Rixson,Monroe,1=1,0,0,0,0,0,,," $1,752.00 "," $1,752.00 ",Yes, $-   , $-   ," $56,064.00 ",,,,0
750,9899556-781P01,FLANGE INNER,1,,Yes,31799-DEMUSZ MFG CO                           ,CF6-80C/A300,,0,9899556-781P01,Seamless,Firth_Rixson,Monroe,1=3,0,0,0,0,0,,, $103.00 , $103.00 ,Yes, $-   , $-   , $-   ,"No schedules, not in RM file",,,0
751,2471M23P02,"RING, HPT ROTOR RETAINER",1,1,Yes,81749-SPACE-CRAFT MANUFACTURING               ,LM2500,,26,0,Seamless,Firth_Rixson,Monroe,1=1,0,0,0,0,0,,,  $                          -   ,  $                   -   ,N/A,#VALUE!,#VALUE!,#VALUE!,,Yes,,0
752,2475M02P01,"RETAINER, AFT",1,1,Yes,81749-SPACE-CRAFT MANUFACTURING               ,LM2500,,13,2475M02P01,Seamless,Firth_Rixson,Monroe,1=1,0,0,0,0,0,,,  $                          -   ,  $                   -   ,N/A,#VALUE!,#VALUE!,#VALUE!,,Yes,,0
753,2479M19P02,HOUSING,1,1,Yes,02800-AIRCRAFT PRECISION PRODUCTS             ,LM2500,,12,2471M42P01,Seamless,Firth_Rixson,Monroe,#N/A,0,0,0,0,0,,,#N/A,#N/A,N/A,#N/A,#N/A,#N/A,,Yes,,0
754,2484M74P02,COMPRESSOR CASE EXT,1,,Yes,62589-CAPO INDUSTRIES INC                     ,CF34,,0,4013727-205P01,Seamless,Firth_Rixson,Schlosser,#N/A,0,0,0,0,0,,,#N/A,#N/A,N/A,#N/A,#N/A,#N/A,,Yes,,0
755,2541M07P01,DISK RING,1,1,Yes,81749-SPACE-CRAFT MANUFACTURING               ,F414,,13,2541M07P01,Seamless,Firth_Rixson,Monroe,1=1,0,0,0,0,0,,,  $                          -   ,  $                   -   ,N/A,#VALUE!,#VALUE!,#VALUE!,,Yes,,0
756,6081T40G08,"RING, ACT. ASSY",1,1,No,62413-BRITT AERO                              ,CFM56-2/DC8,,5,6081T40G08,Seamless,Larson,Larson,1=4,0,0,0,0,0,,,  $                          -   ,  $                   -   ,N/A,#VALUE!,#VALUE!,#VALUE!,,,,0
757,2477M27P01,ROTATING LAB SEAL #5,1,1,Yes,02800-AIRCRAFT PRECISION PRODUCTS             ,GE90 - BASE,,14,2477M27P01,Seamless,Firth_Rixson,Monroe,1=1,0,0,0,0,0,,, $918.00 ,  $                   -   ,N/A,#VALUE!,#VALUE!,#VALUE!,,Yes,,0
758,2483M04P01,PASS20 ROTATING LAB SEAL,1,1,Yes,02800-AIRCRAFT PRECISION PRODUCTS             ,GE90 - BASE,,12,2483M04,Seamless,Firth_Rixson,Monroe,1=1,0,0,0,0,0,,," $1,868.00 ",  $                   -   ,N/A,#VALUE!,#VALUE!,#VALUE!,,Yes,,0
759,2483M41P01,ROTATING LAB SEAL #4,1,1,Yes,02800-AIRCRAFT PRECISION PRODUCTS             ,LM2500,,12,2483M41P01,Seamless,Firth_Rixson,Monroe,1=1,0,0,0,0,0,,," $1,912.00 ",  $                   -   ,N/A,#VALUE!,#VALUE!,#VALUE!,,Yes,,0
760,2601M37G01,DISCOURAGER,1,1,Yes,02800-AIRCRAFT PRECISION PRODUCTS             ,F110-100,,13,2514M97P01,Seamless,Firth_Rixson,Monroe,1=1,0,0,0,0,0,,," $2,344.00 ",  $                   -   ,N/A,#VALUE!,#VALUE!,#VALUE!,,Yes,,0
761,9977013-677G01,F414 HPTSS KIT,,,No,81749-SPACE-CRAFT MANUFACTURING               ,LM2500,,92,9977013-611P01,Seamless,Firth_Rixson,Monroe,1=1,0,0,0,0,0,,,  $                          -   ,  $                   -   ,N/A,#VALUE!,#VALUE!,#VALUE!,,,,0
762,2303M16G05,"ASSY, VANE, STG",1,1,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GENX,,0,4013536-252P01,Seamless,Firth_Rixson,Monroe,1=2,0,0,0,0,0,,," $2,180.00 "," $2,180.00 ",Yes, $-   , $-   , $-   ,,,,0
