ID,Part Number,Nomenclature ,QPA,QPE,GE NEG,Finished Part Supplier ,Engine Program,Engine Model,2015 QTY,Part Type,RM-Type,R/M Supplier,Plant,Yield ,Billet Diameter,Weight,Weight Type,Alloy,Spec,Flash Welding Permitted?,"Extend, Remove, or Negotiate?", R/M Unit Price 2014 , R/M Unit Price 2015 ,PO Amended  Y/N?, 2015 RM Delta , 2015 Material Deflation , 2015 Material Extended Value ,Machine Part Comments,NPI  - Leap/PP,Chip Revert  Part?,Alloy Family
84,9977013-730P01,SUPPORT RING,,,Yes,44278-PARADIGM PRECISION - MEX                ,CF6,,17,9977008-352,Flash Welded,PCC,MTTP (TruForm),1=1,0,31.7,0,I-718,0,,, $941.85 , $923.02 ,Yes, $(18.83), $(320.11)," $15,691.34 ",Chaheng new source,,,0
85,17A190-730P01,"RING, INNNER",,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,CF6-6,,6,17A190-730P01-B,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,, $986.00 , $966.00 ,Yes, $(20.00), $(120.00)," $5,796.00 ",,,,0
86,17A190-735P01,INNER RING,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,CF6,,1,17A190-730P01-B,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,, $986.00 , $966.00 ,Yes, $(20.00), $(20.00), $966.00 ,,,,0
87,1358M35G02,AFT NOZZ SUPT,1,1,Yes,44278-PARADIGM PRECISION - MEX                ,CFM56,,1767,1358M35P01/P04,Flash Welded,PCC,MTTP (TruForm),1=1,0,41.3,0,WASP,AMS 5707,,," $1,011.95 ", $991.72 ,Yes, $(20.23)," $(35,746.41)"," $1,752,369.24 ",,,Ni
88,9082M63G03,AFT SUPPORT,1,1,Yes,44278-PARADIGM PRECISION - MEX                ,CF6,,229,9977009-321P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,34.76,0,HAST-X,0,,," $1,079.94 "," $1,058.34 ",Yes, $(21.60)," $(4,946.40)"," $242,359.86 ",,,,0
89,17A190-579P01,"LINER, OUTER",,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,CFM56,,0,17A190-579P01RM,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,," $1,166.00 "," $1,143.00 ",Yes, $(23.00), $-   , $-   ,,,,0
90,1963M50P01,"SCOOP, OIL, OUTER",1,1,Yes,96140-BARNES AEROSPACE WINDSOR DIV            ,GE90,,10,2337FR01,Flash Welded,PCC,MTTP (TruForm),1=1,0,35.6,Bar,I-625 ,0,,," $1,310.00 "," $1,284.00 ",Yes, $(26.00), $(260.00)," $12,840.00 ",,,,0
91,1963M50P01,"SCOOP, OIL, OUTER",1,1,Yes,65585-NUMET MACHINING TECHNIQUES              ,GE90,,10,1963M50P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,35.6,Bar,I-625 ,0,,," $1,310.30 "," $1,284.09 ",Yes, $(26.21), $(262.10)," $12,840.90 ",,,,0
92,3025T28P02,"SEAL, NOZZLE",1,1,Yes,44278-PARADIGM PRECISION - MEX                ,F404,,36,3025T28P02,Flash Welded,PCC,MTTP (TruForm),1=5,0,39.2,Bar,HAST-X,0,,," $1,324.61 "," $1,298.12 ",Yes, $(26.49), $(953.64)," $46,732.32 ",,,,0
93,4013382-077P02,SUPPORT,,,Yes,81749-SPACE-CRAFT MANUFACTURING               ,F110,,78,C07711,Flash Welded,PCC,MTTP (TruForm),1=1,0,42.9,Bar,I-718,B50TF15,,," $1,343.85 "," $1,316.97 ",Yes, $(26.88)," $(2,096.64)"," $102,723.66 ",,,,0
94,17A166-588P01,OUTER SHELL,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,CF34 ,,65,17A166-588P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,35,Bar,HAST-X,0,,," $1,401.32 "," $1,373.29 ",Yes, $(28.03)," $(1,821.95)"," $89,263.85 ",,,,0
95,17A190-860G01,RING KIT,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,0,,52,17A166-023P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,24.8,0,H-188,0,,," $1,441.69 "," $1,412.86 ",Yes, $(28.83)," $(1,499.16)"," $73,468.72 ",POR,,,0
96,17A166-114P01,"RING, OUTER",,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,CF6,,5,17A166-114P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,24.7,Bar,H-188,0,,," $1,471.00 "," $1,442.00 ",Yes, $(29.00), $(145.00)," $7,210.00 ",,,,0
97,17A166-023P01,RING. OUTER,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,CF6,,5,17A166-023P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,24.8,Bar,H-188,0,,," $1,442.00 "," $1,413.00 ",Yes, $(29.00), $(145.00)," $7,065.00 ",,,,0
98,17A148-540P01,"RING, OUTER",,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,CF6,,5,17A148-540P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,25.4,Bar,H-188,0,,," $1,459.79 "," $1,430.59 ",Yes, $(29.20), $(146.00)," $7,152.95 ",,,,0
99,17A190-860G01,RING KIT,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,0,,52,17A148-540P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,25.4,0,H-188,0,,," $1,459.79 "," $1,430.59 ",Yes, $(29.20)," $(1,518.40)"," $74,390.68 ",POR,,,0
100,17A190-860G01,RING KIT,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,0,,52,17A166-114P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,24.7,0,H-188,0,,," $1,471.17 "," $1,441.75 ",Yes, $(29.42)," $(1,529.84)"," $74,971.00 ",POR,,,0
101,4070T27P01,RETAINER SHRD,24,24,Yes,49162-JET INDUSTRIES                          ,F404,,1395,4070T27P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,28.6,Bar,R-41,0,,," $1,498.84 "," $1,468.87 ",Yes, $(29.97)," $(41,808.15)"," $2,049,073.65 ",,,
102,17A190-860G01,RING KIT,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,0,,52,17A166-029P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,27.7,0,H-188,0,,," $1,537.64 "," $1,506.89 ",Yes, $(30.75)," $(1,599.00)"," $78,358.28 ",POR,,,0
103,17A166-029P01,MCH R NO HOLES,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,CF6,,5,17A166-029P01RM,Flash Welded,PCC,MTTP (TruForm),1=1,0,27.7,Bar,H-188,0,,," $1,538.00 "," $1,507.00 ",Yes, $(31.00), $(155.00)," $7,535.00 ",,,,0
104,17A190-860G01,RING KIT,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,0,,52,17A166-366P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,27.9,0,H-188,0,,," $1,592.01 "," $1,560.17 ",Yes, $(31.84)," $(1,655.68)"," $81,128.84 ",POR,,,0
105,17A166-366P01,OUTER RING,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,CF6,,4,17a166-366p01,Flash Welded,PCC,MTTP (TruForm),1=1,0,27.9,Bar,H-188,0,,," $1,592.00 "," $1,560.00 ",Yes, $(32.00), $(128.00)," $6,240.00 ",,,,0
106,17A190-317P01,INNER SHELL,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,CF34 ,,64,17A190-317P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,52.9,0,HAST-X,0,,," $1,678.35 "," $1,645.00 ",Yes, $(33.35)," $(2,134.40)"," $105,280.00 ",,,,0
107,1709M29P05,"RETAINER, AFT",1,1,Yes,14750-B&F MACHINE                             ,GE90,,7,1709M29P05,Flash Welded,PCC,MTTP (TruForm),1=1,12,116.2,Yielded,718,B50TF15,,," $1,740.46 "," $1,705.65 ",Yes, $(34.81), $(243.67)," $11,939.55 ",2016,,,Ni
108,2303M16G05,"ASSY, VANE, STG",1,1,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GENX,,0,4013536-251 - 2303M17G07-item 004,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,," $1,263.46 "," $1,227.00 ",Yes, $(36.46), $-   , $-   ,Originally Firth - Now MTTP - Emailed KT to add,,,0
109,2303M16G07,OGV - STAGE 10,1,1,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,0,,305,4013536-251 - 2303M17G07-item 004,Flash Welded,PCC,MTTP (TruForm),1=1,8,52.5,Yielded,718+,B50TF317,,," $1,263.46 "," $1,227.00 ",Yes, $(36.46)," $(11,120.30)"," $374,235.00 ",Originally Firth - Now MTTP - Emailed KT to add,,,Ni
110,17A130-438P01,INNER SHELL,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,TF34,,0,17A130-438P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,58.9,Bar,HAST-X,0,,," $1,841.20 "," $1,804.37 ",Yes, $(36.83), $-   , $-   ,,,,0
111,9977013-982P01,T-RING,,,Yes,65585-NUMET MACHINING TECHNIQUES              ,LM2500,,3,9977013-733P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,53.2,0,I-718,0,,," $1,930.89 "," $1,892.27 ",Yes, $(38.62), $(115.86)," $5,676.81 ",,,,0
112,4013196-623P02,"FLANGE, FWD CASE",,,Yes,44278-PARADIGM PRECISION - MEX                ,LM2500,,4,4013196-623P02,Flash Welded,PCC,MTTP (TruForm),1=1,0,67.8,Bar,I-718,B50TF15,,," $1,989.94 "," $1,950.14 ",Yes, $(39.80), $(159.20)," $7,800.56 ",,,,0
113,4013522-292P03,LPT SEAL,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,LM6000,,124,4013082-642p01,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,," $2,061.48 "," $2,020.25 ",Yes, $(41.23)," $(5,112.52)"," $250,511.00 ",,,,0
114,1646M97P03,TOROID-SEAL,1,1,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,"CF6-6, LM6000",,47,1646M97P02,Flash Welded,PCC,MTTP (TruForm),1=1,12,92.7,Yielded,718,B50TF15,,," $2,140.00 "," $2,098.00 ",Yes, $(42.00)," $(1,974.00)"," $98,606.00 ",,,,Ni
115,1646M97P02,TOROID-SEAL,1,1,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,"CF6-6, LM6000",,73,1646M97P02,Flash Welded,PCC,MTTP (TruForm),1=1,12,92.7,Yielded,718,B50TF15,,," $2,140.00 "," $2,098.00 ",Yes, $(42.00)," $(3,066.00)"," $153,154.00 ",,,,Ni
116,17A148-732P01,INNER LINER,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,CFM56-2/DC8,,0,17A148-732P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,57,Bar,HAST-X,0,,," $2,150.16 "," $2,107.16 ",Yes, $(43.00), $-   , $-   ,Paradigm Tempe,,,0
117,17A148-732P03,INNER LINER,,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,CFM56,,6,17A148-732P03,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,," $2,150.16 "," $2,107.16 ",Yes, $(43.00), $(258.00)," $12,642.96 ",,,,0
118,17A137-662P01,INNER LINER,,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,CFM56,,0,17A137-662P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,57,Bar,HAST-X,0,,," $2,307.67 "," $2,261.51 ",Yes, $(46.16), $-   , $-   ,,,,0
119,4013084-884P01,FLANGE,,,Yes,81749-SPACE-CRAFT MANUFACTURING               ,CFM56,,6,4013287-420P04,Flash Welded,PCC,MTTP (TruForm),1=1,0,65,0,I-718,0,,," $2,433.27 "," $2,384.60 ",Yes, $(48.67), $(292.02)," $14,307.60 ",,,,0
120,9977013-775G01,KIT - RINGS,,,Yes,44278-PARADIGM PRECISION - MEX                ,M&I,,96,9977013-387,Flash Welded,PCC,MTTP (TruForm),1=1,0,93.87,0,I-718,0,,," $2,804.22 "," $2,748.14 ",Yes, $(56.08)," $(5,383.68)"," $263,821.44 ",,,,0
121,17A166-312P03,INNER LINER,,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,F404,,232,17A166-312P03,Flash Welded,PCC,MTTP (TruForm),1=1,0,85.4,Bar,HAST-X,0,,," $2,964.76 "," $2,905.46 ",Yes, $(59.30)," $(13,757.60)"," $674,066.72 ",,,,0
122,1386M15G20,HPTN SUPPORT,1,5,Yes,"62582-SATELLITE TOOL & MACHINE, INC           ",F110/F101/F118,,7,1386M15,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,," $3,243.76 "," $3,178.88 ",Yes, $(64.88), $(454.16)," $22,252.16 ",,,,0
123,1386M15G15,NOZZLE SUPPORT,1,5,Yes,"62582-SATELLITE TOOL & MACHINE, INC           ",F110,,52,1386M15,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,," $3,243.76 "," $3,178.88 ",Yes, $(64.88)," $(3,373.76)"," $165,301.76 ",,,,0
124,9977010-894P01,AFT FLANGE,,,Yes,65585-NUMET MACHINING TECHNIQUES              ,F404,,51,9977009-317P76,Flash Welded,PCC,MTTP (TruForm),1=1,12,141.0,Yielded,718,B50TF15,,," $3,333.55 "," $3,266.88 ",Yes, $(66.67)," $(3,400.17)"," $166,610.88 ",,,,Ni
125,17A190-719P01,OUTER SHELL,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,0,,10,17A190-719P01,Flash Welded,PCC,MTTP (TruForm),1=1,8,126.6,Yielded,HS188,AMS 5772,,," $3,581.00 "," $3,509.75 ",Yes, $(71.25), $(712.50)," $35,097.50 ",,,,Ni
126,1317M49P01,NOZZ SUPPT,1,1,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,0,,19,1317M49P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,98,Bar,Waspaloy,0,,," $3,870.00 "," $3,792.66 ",Yes, $(77.34)," $(1,469.46)"," $72,060.54 ",,,,0
127,1386M88P04,SUP NOZ,1,1,Yes,65585-NUMET MACHINING TECHNIQUES              ,F110,,27,1386M88P04,Flash Welded,PCC,MTTP (TruForm),1=1,0,98,Bar,Waspaloy,0,,," $3,870.07 "," $3,792.66 ",Yes, $(77.41)," $(2,090.07)"," $102,401.82 ",,,,0
128,9977013-777G01,KIT - RINGS,,,Yes,44278-PARADIGM PRECISION - MEX                ,M&I,,103,9977013-524P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,120.1,0,I-718,0,,," $4,132.79 "," $4,050.13 ",Yes, $(82.66)," $(8,513.98)"," $417,163.39 ",,,,0
129,17A190-720P02,INNER SHELL,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,0,,10,17A190-720P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,55.5,0,H-188,0,,," $4,235.10 "," $4,150.40 ",Yes, $(84.70), $(847.00)," $41,504.00 ",,,,0
130,1317M49P04,"SPRT,NOZZLE-LPT",1,1,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,0,,62,1317M49P04,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,," $4,856.00 "," $4,759.00 ",Yes, $(97.00)," $(6,014.00)"," $295,058.00 ",,,,0
131,1386M88P06,S-2 LPT NOZZ SUPT,1,1,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,F110/F118,,92,1386M88P06,Flash Welded,PCC,MTTP (TruForm),1=1,0,99.8,Bar,R-41,0,,," $4,856.29 "," $4,759.16 ",Yes, $(97.13)," $(8,935.96)"," $437,842.72 ",,,,0
132,4013522-458P01,"SUPPORT,NOZZLE,HPT",,,Yes,65585-NUMET MACHINING TECHNIQUES              ,CFM56,,440,TF1808M15G16,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,," $5,133.00 "," $5,028.38 ",Yes, $(104.62)," $(46,032.80)"," $2,212,487.20 ",,,
133,1804M74P05,"SEAL,INNER-FWD",1,1,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,GE90,,223,1804M74,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,," $5,382.43 "," $5,275.00 ",Yes, $(107.43)," $(23,956.89)"," $1,176,325.00 ",,,
134,1804M74P04,"SEAL, INNER-FWD(GE90)",1,1,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,GE90,,10,TF1804M75P04/P05,Flash Welded,PCC,MTTP (TruForm),1=1,0,93.67,Bar,H-188,0,,," $5,382.43 "," $5,274.79 ",Yes, $(107.64)," $(1,076.40)"," $52,747.90 ",,,,0
135,4013522-452P01,MACHINED OUTER,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,F110,,218,4013522-452P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,153.5,Bar,I-718,B50TF15,,," $6,267.00 "," $6,141.40 ",Yes, $(125.60)," $(27,380.80)"," $1,338,825.20 ",,,
136,1805M10P05,BRUSH SEAL(GE90),1,1,Yes,96140-BARNES AEROSPACE WINDSOR DIV            ,GE90,,8,4013437-210P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,187.7,0,I-718,0,,," $5,903.26 "," $5,669.49 ",Yes, $(233.77)," $(1,870.16)"," $45,355.92 ",,,,0
137,17A148-506P01,FLANGE AFT,1,,Yes,31799-DEMUSZ MFG CO                           ,F404,,227,17A148-506P01,Flash Welded,PCC ,MTTP (TruForm),1=1,0,10.7,Bar,HAST-X,0,,, $359.21 , $352.03 ,Yes, $(7.18)," $(1,629.86)"," $79,910.81 ",,,,0
138,4096694-166P02,GE90 S6 MACH.SEGMT,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GE90,,292,4096697-986P03,Flash Welded,PCC   ,MTTP (TruForm),1=12,0,7.5,0,718,B50TF15,,, $222.04 , $217.60 ,Yes, $(4.44)," $(1,296.48)"," $63,539.20 ",,,,Ni
139,4096521-648P03,STG 8 RING SEGMENT,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GE90 - BASE,,10,4096694-768P01,Flash Welded,PCC   ,MTTP (TruForm),1=10,0,80,0,I-718,0,,, $241.66 , $236.82 ,Yes, $(4.84), $(48.40)," $2,368.20 ",,,,0
140,4096521-648P02,STG 8 RING SEGMENT,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GE90 - BASE,,0,4096694-768P01,Flash Welded,PCC   ,MTTP (TruForm),1=10,0,80,0,I-718,0,,, $241.66 , $236.82 ,Yes, $(4.84), $-   , $-   ,,,,0
141,4096521-646P04,GE90-115 S6 SEG UNMILLED,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GE90 - BASE,,0,4096694-766P01,Flash Welded,PCC   ,MTTP (TruForm),1=10,0,85.7,0,I-718,0,,, $258.87 , $253.69 ,Yes, $(5.18), $-   , $-   ,,,,0
142,4096694-169P02,GE90 S9 MACH.SEGMT,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GE90,,218,4096697-989P03,Flash Welded,PCC   ,MTTP (TruForm),1=8,0,72.15,0,I-718,0,,, $274.33 , $268.85 ,Yes, $(5.48)," $(1,194.64)"," $58,609.30 ",,,,0
143,4096521-645P04,GE90-115 S5 SEG UNMILLED,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GE90 - BASE,,2752,4096694-765P01,Flash Welded,PCC   ,MTTP (TruForm),1=10,0,91.2,0,I-718,0,,, $275.53 , $270.02 ,Yes, $(5.51)," $(15,163.52)"," $743,095.04 ",,,,0
144,4096694-168P02,GE90 S8 MACH.SEGMT,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GE90,,214,4096697-988P03,Flash Welded,PCC   ,MTTP (TruForm),1=8,0,77.42,0,I-718,0,,, $292.37 , $286.52 ,Yes, $(5.85)," $(1,251.90)"," $61,315.28 ",,,,0
145,4096694-167P02,GE90 S7 MACH.SEGMT,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GE90,,0,4096697-987P03,Flash Welded,PCC   ,MTTP (TruForm),1=8,0,82.06,0,I-718,0,,, $311.65 , $305.41 ,Yes, $(6.24), $-   , $-   ,,,,0
146,4096694-165P02,MACH RING STG 5,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GE90,,210,4096697-985P03,Flash Welded,PCC   ,MTTP (TruForm),1=9,0,331.9,0,718,B50TF15,,, $529.32 , $518.73 ,Yes, $(10.59)," $(2,223.90)"," $108,933.30 ",,,,Ni
147,2303M16G07,OGV - STAGE 10,1,1,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,0,,305,2303M21P01,Flash Welded,PCC   ,MTTP (TruForm),1=1,8,52.5,Yielded,718+,B50TF317,,, $823.00 , $806.54 ,Yes, $(16.46)," $(5,020.30)"," $245,994.70 ",,,,Ni
148,2082M79G09,"VANE, OUTLET",1,1,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GE90,,160,1694M17G01,Flash Welded,PCC   ,MTTP (TruForm),1=1,0,49.0,0,WASP,AMS 5707,,, $886.62 , $868.89 ,Yes, $(17.73)," $(2,836.80)"," $139,022.40 ",,,,Ni
149,4096521-647P04,GE90-115 S7 SEG UNMILLED,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GE90 - BASE,,0,4096694-767P01,Flash Welded,PCC   ,MTTP (TruForm),1=10,0,88.6,0,I-718,0,,," $2,674.36 "," $2,620.88 ",Yes, $(53.48), $-   , $-   ,,,,0
150,1711M62G10,FWD OUTER SEAL,1,1,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GE90,,137,4013382-912P01,Flash Welded,PCC   ,MTTP (TruForm),1=1,0,56.3,0,R-41,0,,," $2,978.63 "," $2,919.05 ",Yes, $(59.58)," $(8,162.46)"," $399,909.85 ",,,,0
151,17A190-486P03,INNER SHELL,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,F110,,236,17A166-136P01,Flash Welded,PCC   ,MTTP (TruForm),1=1,0,61.8,0,H-188,0,,," $4,069.96 "," $3,988.56 ",Yes, $(81.40)," $(19,210.40)"," $941,300.16 ",,,,0
152,1873M48P04,INNER LINER SHELL,1,1,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,CFM56,,0,1873M48P01,Flash Welded,PCC   ,MTTP (TruForm),1=1,0,85.6,0,H-188,0,,," $4,982.32 "," $4,882.68 ",Yes, $(99.64), $-   , $-   ,,,,0
153,17A166-969G03,OUTER LINER SHELL,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,0,,7,17A166-969G02,Flash Welded,PCC   ,MTTP (TruForm),1=1,0,89.4,Bar,H-188,0,,," $5,191.23 "," $5,087.41 ",Yes, $(103.82), $(726.74)," $35,611.87 ",,,,0
154,17A166-969G02,OUTER LINER SHELL,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,F414,,137,17A166-969G02,Flash Welded,PCC   ,MTTP (TruForm),1=1,0,89.4,Bar,H-188,0,,," $5,191.23 "," $5,087.41 ",Yes, $(103.82)," $(14,223.34)"," $696,975.17 ",,,,0
155,17A190-535P03,OUTER SHELL,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,F110,,222,17A166-134P01,Flash Welded,PCC   ,MTTP (TruForm),1=1,0,91.1,0,H-188,0,,," $5,313.71 "," $5,207.44 ",Yes, $(106.27)," $(23,591.94)"," $1,156,051.68 ",,,
156,1778M66P01,"RET.,RING",1,1,Yes,49162-JET INDUSTRIES                          ,CF6,,68,1778M66P01,Flash Welded,Welded_Ring,Welded Ring,1=1,0,29.1,Per Piece,I-718,B50TF15 CL-D,,, $965.00 , $965.00 ,Yes, $-   , $-   ," $65,620.00 ",,,,0
157,17A130-361P01,MACHINED RING,,,Yes,49162-JET INDUSTRIES                          ,T64,,62,TF17A130-361P01,Flash Welded,Welded_Ring,Welded Ring,1=1,0,7.43,Per Piece,188,B50TF74 CL-A,,, $441.00 , $441.00 ,Yes, $-   , $-   ," $27,342.00 ",,,,0
158,17A166-529P01,INNER RING,,,Yes,49162-JET INDUSTRIES                          ,F404,,8,17A166-259P01RM,Flash Welded,Welded_Ring,Welded Ring,1=1,0,10.3,Bar,HAST-X,0,,, $372.00 , $372.00 ,Yes, $-   , $-   ," $2,976.00 ",,,,0
159,3008T38P03,RING RESTRAINER,1,1,Yes,49162-JET INDUSTRIES                          ,CT64,,27,3008T38P03,Flash Welded,Welded_Ring,Welded Ring,1=7,0,12.68,Per Piece,HAST X,AMS 5754,,, $96.57 , $96.57 ,Yes, $-   , $-   ," $2,607.39 ",,,,0
160,4051T66P01,SEAL,1,1,Yes,49162-JET INDUSTRIES                          ,CT7/ T700,,881,4051T66P01,Flash Welded,Welded_Ring,Welded Ring,1=1,0,3.38,Per Piece,HAST X,AMS 5754,,, $130.00 , $130.00 ,Yes, $-   , $-   ," $114,530.00 ",,,,0
161,4054T02P02,RETAINER SHROU,16,16,Yes,49162-JET INDUSTRIES                          ,F404,,1636,4054T02P03,Flash Welded,Welded_Ring,Welded Ring,1=11=176,0,0,0,0,0,,, $18.18 , $18.18 ,Yes, $-   , $-   ," $29,742.48 ",,,,0
162,4054T02P03,HPT SHROUD RET,44,44,Yes,49162-JET INDUSTRIES                          ,F404,,4435,4054T02P03,Flash Welded,Welded_Ring,Welded Ring,1=1,0,0,0,0,0,,, $6.76 , $6.76 ,Yes, $-   , $-   ," $29,980.60 ",,,,0
163,4096697-586P01,F414 OGV MACHINED RING,,,Yes,49162-JET INDUSTRIES                          ,F414,,101,4096697-586P01,Flash Welded,Welded_Ring,Welded Ring,1=1,0,15.01,Per Piece,INC 718,B50TF15 CL-A,,, $451.00 , $451.00 ,Yes, $-   , $-   ," $45,551.00 ",,,,0
164,1316M38G01,SUPT AFT INN,1,1,Yes,02800-AIRCRAFT PRECISION PRODUCTS             ,CFM56,,0,1316M38G01,Flash Welded,Welded_Ring,Welded Ring,1=2,0,35.18,Per Piece,WASP,AMS 5707,,," $1,566.00 "," $1,566.00 ",Yes, $-   , $-   , $-   ,,,,0
165,1358M31P01,"SEAL, RING",1,1,Yes,65585-NUMET MACHINING TECHNIQUES              ,F110  ,,24,TF1358M31P01,Flash Welded,Welded_Ring,Welded Ring,1=3,0,31.41,Per Piece,Waspaloy,AMS 5707,,, $428.33 , $428.33 ,Yes, $-   , $-   ," $10,279.92 ",,,,0
166,1441M41P01,"SEAL, RING",1,1,Yes,65585-NUMET MACHINING TECHNIQUES              ,F110,,73,TF1358M31P01,Flash Welded,Welded_Ring,Welded Ring,1=3,0,31.41,Per Piece,Waspaloy,AMS 5707,,, $428.33 , $428.33 ,Yes, $-   , $-   ," $31,268.09 ",,,,0
167,1441M66P03,RING RETAINER,1,1,Yes,65585-NUMET MACHINING TECHNIQUES              ,F118,,335,B-40379,Flash Welded,Welded_Ring,Welded Ring,1=7,0,30.61,Per Piece,INC 718,B50TF15 CL-A,,, $150.29 , $150.29 ,Yes, $-   , $-   ," $50,347.15 ",,,,0
